Unnamed: 0,Name,AuthorId,Rank,NormalizedName,LastKnownAffiliationId,PaperCount,CitationCount,Unknown,CreateDate
240,Pietro Ortoleva,2136818508.0,16469.0,pietro ortoleva,20089843.0,64.0,40.0,835.0,2016-06-24
241,Robin W. Boadway,813938184.0,20097.0,robin w boadway,,2.0,2.0,4.0,2016-06-24
243,B. Douglas Bernheim,1709076177.0,13120.0,b douglas bernheim,97018004.0,251.0,143.0,17678.0,2016-06-24
244,Eric Verhoogen,142467716.0,15021.0,eric verhoogen,78577930.0,58.0,36.0,2899.0,2016-06-24
245,David P. Baron,2159131953.0,13485.0,david p baron,97018004.0,148.0,116.0,12555.0,2016-06-24
246,Brent Neiman,1320884576.0,15240.0,brent neiman,40347166.0,97.0,48.0,2279.0,2016-06-24
247,Loukas Karabarbounis,283515383.0,15416.0,loukas karabarbounis,1321305853.0,73.0,35.0,2123.0,2016-06-24
249,Daniel Benjamin,2169356018.0,19781.0,daniel benjamin,,3.0,3.0,14.0,2016-06-24
251,Emi Nakamura,2777164321.0,20128.0,emi nakamura,,3.0,3.0,0.0,2018-01-05
252,Valerie A. Ramey,2095946677.0,13709.0,valerie a ramey,36258959.0,143.0,78.0,9806.0,2016-06-24
253,Daniel Friedman,2692681238.0,20299.0,daniel friedman,,2.0,2.0,7.0,2017-06-30
254,Holger Sieg,1965900953.0,15123.0,holger sieg,79576946.0,143.0,93.0,2473.0,2016-06-24
257,Manuel Amador,2120698585.0,17564.0,manuel amador,,21.0,21.0,114.0,2016-06-24
258,Martin Eichenbaum,2268655293.0,12605.0,martin eichenbaum,111979921.0,309.0,163.0,23921.0,2016-06-24
259,Jeremy Stein,2500059542.0,17475.0,jeremy stein,45129253.0,2.0,2.0,298.0,2016-08-23
260,Arvind Krishnamurthy,2610014047.0,15868.0,arvind krishnamurthy,2801345345.0,169.0,169.0,694.0,2017-05-05
261,Alan J. Auerbach,2004531954.0,12787.0,alan j auerbach,95457486.0,605.0,348.0,14642.0,2016-06-24
263,Gary Charness,2085488559.0,13868.0,gary charness,154570441.0,334.0,209.0,14989.0,2016-06-24
264,Kenneth D. West,2674844993.0,20533.0,kenneth d west,,2.0,2.0,0.0,2017-06-30
265,Nina Pavcnik,327647057.0,14066.0,nina pavcnik,107672454.0,109.0,58.0,7047.0,2016-06-24
267,Lawrence J. Christiano,3173401444.0,19702.0,lawrence j christiano,,2.0,2.0,4.0,2021-07-05
269,Stephen Coate,650455521.0,13799.0,stephen coate,205783295.0,151.0,90.0,10393.0,2016-06-24
270,Marco Bassetto,2646239056.0,15945.0,marco bassetto,108290504.0,92.0,57.0,687.0,2017-06-30
271,Stefanie Stantcheva,2501900208.0,15700.0,stefanie stantcheva,136199984.0,108.0,51.0,1560.0,2016-08-23
272,Christopher Timmins,2162620089.0,15333.0,christopher timmins,170897317.0,132.0,77.0,2943.0,2016-06-24
273,Matthew D. Shapiro,2568678536.0,13425.0,matthew d shapiro,27837315.0,233.0,123.0,9201.0,2017-01-13
275,Seema Jayachandran,2041362166.0,15447.0,seema jayachandran,111979921.0,109.0,65.0,2650.0,2016-06-24
277,Rachel E. Kranton,138472041.0,14405.0,rachel e kranton,170897317.0,57.0,50.0,8278.0,2016-06-24
279,Peter J. Klenow,2018360965.0,13555.0,peter j klenow,97018004.0,139.0,73.0,12974.0,2016-06-24
280,James Andreoni,2021705599.0,13340.0,james andreoni,36258959.0,231.0,143.0,20480.0,2016-06-24
281,Richard Rogerson,2122683540.0,13339.0,richard rogerson,20089843.0,282.0,172.0,13108.0,2016-06-24
283,Frank Schorfheide,214021703.0,14311.0,frank schorfheide,79576946.0,216.0,126.0,7847.0,2016-06-24
284,John Y. Campbell,2397423007.0,11828.0,john y campbell,136199984.0,455.0,277.0,62261.0,2016-06-24
285,Rajiv Sethi,2203388156.0,15270.0,rajiv sethi,78577930.0,134.0,106.0,2166.0,2016-06-24
286,Michael Grubb,2645521411.0,20533.0,michael grubb,,2.0,2.0,0.0,2017-06-30
287,Gilat Levy,2134413772.0,15965.0,gilat levy,909854389.0,90.0,59.0,1121.0,2016-06-24
289,Amir Sufi,1934535612.0,13977.0,amir sufi,40347166.0,144.0,77.0,10265.0,2016-06-24
293,Antonio Penta,2041988644.0,17071.0,antonio penta,71267560.0,40.0,36.0,289.0,2016-06-24
295,Steven N. Durlauf,3121770291.0,18576.0,steven n durlauf,135310074.0,4.0,3.0,99.0,2021-02-01
296,Shelly Lundberg,2138058428.0,14481.0,shelly lundberg,154570441.0,128.0,78.0,5667.0,2016-06-24
297,Heski Bar-Isaac,2570152181.0,16026.0,heski barisaac,185261750.0,91.0,53.0,979.0,2017-01-13
301,Alessandro Lizzeri,40539028.0,15176.0,alessandro lizzeri,57206974.0,72.0,44.0,3084.0,2016-06-24
302,Timothy S. Fuerst,2663171893.0,14624.0,timothy s fuerst,107639228.0,137.0,94.0,3551.0,2017-06-30
303,Nicola Persico,1491798002.0,15030.0,nicola persico,111979921.0,101.0,71.0,3741.0,2016-06-24
304,Larry Samuelson,2792604993.0,20482.0,larry samuelson,,2.0,2.0,2.0,2018-03-29
305,Ricardo Reis,2436989124.0,14262.0,ricardo reis,909854389.0,188.0,103.0,5372.0,2016-06-24
306,Marina Halac,2011811955.0,16843.0,marina halac,32971472.0,40.0,20.0,490.0,2016-06-24
307,Shachar Kariv,162799219.0,15407.0,shachar kariv,95457486.0,97.0,62.0,2484.0,2016-06-24
309,Gordon Hanson,2734268209.0,20533.0,gordon hanson,,2.0,2.0,0.0,2017-07-14
310,John C. Williams,2802163803.0,19630.0,john c williams,,4.0,4.0,11.0,2018-05-17
316,Peter Schott,3164759233.0,20364.0,peter schott,,2.0,2.0,3.0,2021-06-07
317,Gilbert E. Metcalf,2109935181.0,14121.0,gilbert e metcalf,121934306.0,293.0,178.0,4936.0,2016-06-24
318,Tracy R. Lewis,2097029542.0,14417.0,tracy r lewis,170897317.0,147.0,124.0,4654.0,2016-06-24
320,Donald Davis,2432592062.0,16933.0,donald davis,44854399.0,7.0,7.0,679.0,2016-06-24
321,Emmanuel Saez,2169648137.0,12987.0,emmanuel saez,95457486.0,364.0,197.0,22514.0,2016-06-24
322,David H. Romer,2044575498.0,12665.0,david h romer,95457486.0,177.0,97.0,26409.0,2016-06-24
323,John Roberts,2118140706.0,19847.0,john roberts,,2.0,2.0,31.0,2016-06-24
324,John A. List,2602014042.0,19107.0,john a list,40347166.0,3.0,1.0,10.0,2017-04-07
325,Nancy L. Rose,2168630279.0,14831.0,nancy l rose,63966007.0,80.0,54.0,3214.0,2016-06-24
326,Peter C. Reiss,2648524739.0,18341.0,peter c reiss,,2.0,2.0,85.0,2017-06-30
327,Michelle R. Garfinkel,1677573946.0,15740.0,michelle r garfinkel,204250578.0,75.0,55.0,1496.0,2016-06-24
328,Paul Beaudry,2239284151.0,17747.0,paul beaudry,5023651.0,10.0,10.0,201.0,2016-06-24
329,Dave Donaldson,2162818368.0,15682.0,dave donaldson,63966007.0,64.0,34.0,2115.0,2016-06-24
330,Qingmin Liu,2100649734.0,16838.0,qingmin liu,107639228.0,15.0,14.0,478.0,2016-06-24
331,Randall Wright,2572720337.0,19588.0,randall wright,,4.0,4.0,24.0,2017-01-26
332,Oleg Itskhoki,42956661.0,15360.0,oleg itskhoki,20089843.0,94.0,50.0,2746.0,2016-06-24
333,Mikhail Golosov,3142102792.0,19345.0,mikhail golosov,,6.0,6.0,7.0,2021-04-13
335,David Green,2505260729.0,17559.0,david green,9217761.0,7.0,7.0,82.0,2016-08-23
336,Mark Dean,2101292815.0,19435.0,mark dean,6750721.0,6.0,6.0,0.0,2016-06-24
337,A. Craig Burnside,2161154003.0,13925.0,a craig burnside,7882870.0,69.0,28.0,7261.0,2016-06-24
338,Wolfgang Pesendorfer,285214626.0,14617.0,wolfgang pesendorfer,20089843.0,81.0,61.0,5251.0,2016-06-24
339,Lise Vesterlund,687287138.0,14650.0,lise vesterlund,170201317.0,100.0,65.0,6921.0,2016-06-24
340,Leslie Young,2607627409.0,18668.0,leslie young,75421653.0,6.0,6.0,63.0,2017-05-05
341,Daniel R. Vincent,2341832640.0,18670.0,daniel r vincent,131249849.0,6.0,6.0,92.0,2016-06-24
343,Charles Engel,2424623965.0,20533.0,charles engel,,2.0,2.0,0.0,2016-06-24
344,Dirk Engelmann,2099948200.0,15177.0,dirk engelmann,39343248.0,104.0,67.0,2861.0,2016-06-24
345,John H. Kagel,2798703958.0,18973.0,john h kagel,,3.0,3.0,116.0,2018-05-07
346,Roland Bénabou,2275667347.0,13472.0,roland benabou,20089843.0,134.0,75.0,15687.0,2016-06-24
347,Jesse Rothstein,2119555427.0,14571.0,jesse rothstein,95457486.0,190.0,108.0,4638.0,2016-06-24
350,Debraj Ray,3167509631.0,19544.0,debraj ray,196608512.0,4.0,4.0,18.0,2021-06-22
351,Charles Sprenger,2137205183.0,15696.0,charles sprenger,36258959.0,73.0,47.0,2581.0,2016-06-24
352,Jonathan Parker,2476883755.0,16943.0,jonathan parker,1335486098.0,52.0,52.0,252.0,2016-08-23
353,Francine D. Blau,403251530.0,13663.0,francine d blau,205783295.0,214.0,125.0,13038.0,2016-06-24
356,Ilya Segal,2164412777.0,14779.0,ilya segal,97018004.0,78.0,58.0,4303.0,2016-06-24
357,Giovanni Maggi,1969024519.0,14712.0,giovanni maggi,32971472.0,72.0,39.0,3713.0,2016-06-24
358,Aleh Tsyvinski,261802267.0,15108.0,aleh tsyvinski,142094635.0,152.0,77.0,2673.0,2016-06-24
360,Daniel Diermeier,2019972325.0,14819.0,daniel diermeier,40347166.0,202.0,163.0,4297.0,2016-06-24
363,Pierre Yared,2903543601.0,20491.0,pierre yared,160368002.0,2.0,2.0,4.0,2018-12-11
