Unnamed: 0,Name,AuthorId,Rank,NormalizedName,LastKnownAffiliationId,PaperCount,CitationCount,Unknown,CreateDate
60,Goldberg,2988028345.0,20533.0,goldberg,,2.0,2.0,0.0,2019-11-22
61,Enrique G. Mendoza,2155756113.0,13534.0,enrique g mendoza,79576946.0,328.0,202.0,11784.0,2016-06-24
62,Christopher Udry,2892686278.0,18231.0,christopher udry,,17.0,14.0,14.0,2018-10-05
66,Peter N. Ireland,2147920050.0,14409.0,peter n ireland,103531236.0,162.0,88.0,4229.0,2016-06-24
67,John Van Reenen,3166803816.0,20533.0,john van reenen,139607695.0,2.0,2.0,0.0,2021-06-22
68,Timothy F. Bresnahan,134261518.0,13290.0,timothy f bresnahan,97018004.0,137.0,99.0,14510.0,2016-06-24
69,Gene M. Grossman,2251521749.0,12457.0,gene m grossman,20089843.0,325.0,173.0,41514.0,2016-06-24
71,Dilip Mookherjee,298131814.0,13862.0,dilip mookherjee,111088046.0,272.0,216.0,9147.0,2016-06-24
72,Thomas Philippon,329855202.0,14219.0,thomas philippon,57206974.0,214.0,130.0,6121.0,2016-06-24
73,Sarah Turner,2304175654.0,17276.0,sarah turner,5023651.0,34.0,33.0,301.0,2016-06-24
74,Rachel Croson,2215692108.0,14208.0,rachel croson,189196454.0,152.0,121.0,12732.0,2016-06-24
75,Sylvain Chassang,2798296736.0,19870.0,sylvain chassang,97018004.0,2.0,2.0,11.0,2018-05-07
76,Georgy Egorov,1937199215.0,15681.0,georgy egorov,111979921.0,106.0,50.0,1373.0,2016-06-24
79,David Atkin,1841802378.0,16334.0,david atkin,63966007.0,61.0,30.0,640.0,2016-06-24
80,Steven Stern,3183198029.0,19430.0,steven stern,,3.0,3.0,7.0,2021-08-02
81,Fabrizio Perri,2561815673.0,19640.0,fabrizio perri,112862951.0,4.0,4.0,18.0,2017-01-06
83,Sandra Black,2627925186.0,20051.0,sandra black,135310074.0,2.0,2.0,26.0,2017-06-30
84,Gordon H. Hanson,2136751735.0,12075.0,g hanson,103635307.0,1542.0,1385.0,96528.0,2016-06-24
86,George W. Evans,2685735836.0,18013.0,george w evans,36527812.0,5.0,5.0,63.0,2017-06-30
89,Theodore C. Bergstrom,2437183957.0,13819.0,theodore c bergstrom,154570441.0,210.0,164.0,9275.0,2016-06-24
91,Jonathan Levin,2147834178.0,15855.0,jonathan levin,192619145.0,68.0,68.0,1461.0,2016-06-24
92,Jennifer F. Reinganum,302378090.0,13971.0,jennifer f reinganum,200719446.0,152.0,99.0,6708.0,2016-06-24
93,Nageeb Ali,2265249790.0,20281.0,nageeb ali,36258959.0,2.0,1.0,5.0,2016-06-24
95,John D. Wilson,2490208449.0,20518.0,john wilson,,2.0,2.0,1.0,2016-08-23
96,Olivier Tercieux,1724808014.0,16421.0,olivier tercieux,57995698.0,84.0,43.0,467.0,2016-06-24
98,Eric Gould,2725406544.0,19573.0,eric gould,,2.0,2.0,24.0,2017-07-14
104,James Levinsohn,697830779.0,13515.0,james levinsohn,32971472.0,141.0,81.0,12274.0,2016-06-24
105,Katja Seim,1996677756.0,15919.0,katja seim,32971472.0,73.0,52.0,1402.0,2016-06-24
106,Gita Gopinath,1907944430.0,14653.0,gita gopinath,136199984.0,136.0,72.0,3724.0,2016-06-24
107,Dirk Krueger,2305374786.0,14241.0,dirk krueger,79576946.0,189.0,101.0,5145.0,2016-06-24
108,Tomasz Strzalecki,64256269.0,16453.0,tomasz strzalecki,136199984.0,53.0,26.0,794.0,2016-06-24
109,Filip Matejka,3121417017.0,17970.0,filip matejka,151321946.0,19.0,17.0,66.0,2021-02-01
111,Liran Einav,129783993.0,14519.0,liran einav,97018004.0,177.0,111.0,5261.0,2016-06-24
112,Brian Knight,2139857079.0,17485.0,brian knight,1330995197.0,16.0,16.0,386.0,2016-06-24
114,Rema Hanna,2131415545.0,15140.0,rema hanna,136199984.0,113.0,69.0,3537.0,2016-06-24
115,Ming Huang,3051351064.0,19781.0,ming huang,,4.0,4.0,2.0,2020-08-24
116,Lars Vilhuber,2917092151.0,19435.0,lars vilhuber,,6.0,6.0,0.0,2019-03-02
117,Erik Hurst,2140733516.0,20302.0,erik hurst,25041050.0,2.0,2.0,4.0,2016-06-24
118,Abhijit Banerjee,2306879232.0,17365.0,abhijit banerjee,135310074.0,6.0,6.0,480.0,2016-06-24
119,Steven Tadelis,2241841031.0,14381.0,steven tadelis,95457486.0,110.0,59.0,4623.0,2016-06-24
120,James Roberts,3004612714.0,17938.0,james roberts,12356871.0,12.0,9.0,64.0,2020-02-14
121,Steven Callander,2170882167.0,16442.0,steven callander,97018004.0,39.0,31.0,993.0,2016-06-24
123,Simon Board,2106744156.0,16826.0,simon board,161318765.0,33.0,24.0,580.0,2016-06-24
124,Joseph G. Altonji,2046658938.0,13207.0,joseph g altonji,32971472.0,173.0,92.0,13119.0,2016-06-24
125,Adam B. Jaffe,3198555555.0,18816.0,adam jaffe,65321883.0,3.0,2.0,33.0,2021-09-13
126,Paul L. Joskow,3186525879.0,19997.0,paul l joskow,,2.0,2.0,7.0,2021-08-02
127,Robert W. Staiger,2124575537.0,13788.0,robert w staiger,1321305853.0,262.0,142.0,6744.0,2016-06-24
128,Mark Gertler,1989999200.0,12180.0,mark gertler,57206974.0,285.0,177.0,47736.0,2016-06-24
130,Ryan Oprea,1267476164.0,16495.0,ryan oprea,154570441.0,47.0,36.0,879.0,2016-06-24
133,Judith A. Chevalier,2512305431.0,13669.0,judith a chevalier,32971472.0,83.0,43.0,11792.0,2016-09-16
134,Ariel Burstein,2303407598.0,14875.0,ariel burstein,161318765.0,120.0,58.0,3499.0,2016-06-24
135,H. Lorne Carmichael,3184591581.0,20533.0,h lorne carmichael,,2.0,2.0,0.0,2021-08-02
137,Fuhito Kojima,2673250420.0,20533.0,fuhito kojima,,2.0,1.0,0.0,2017-06-30
138,Daniel Gottlieb,2620923405.0,19226.0,daniel gottlieb,,3.0,3.0,46.0,2017-06-09
139,Eduardo Azevedo,2615164602.0,19341.0,eduardo azevedo,,3.0,3.0,52.0,2017-05-26
141,Nancy Gallini,237850040.0,14901.0,nancy gallini,141945490.0,40.0,36.0,3038.0,2016-06-24
142,Mark Bils,3193130755.0,19806.0,mark bils,,4.0,4.0,1.0,2021-08-16
144,Thomas J. Nechyba,132939026.0,15563.0,thomas j nechyba,170897317.0,47.0,29.0,1482.0,2016-06-24
145,Susan Athey,2281695842.0,13866.0,susan athey,97018004.0,332.0,177.0,11221.0,2016-06-24
146,Jennifer A. Johnson,3104470995.0,14118.0,jennifer a johnson,52357470.0,183.0,161.0,19182.0,2020-11-23
147,Martha Bailey,2099517250.0,19451.0,martha bailey,204722609.0,5.0,5.0,15.0,2016-06-24
148,J. David Baldwin,2146724960.0,19144.0,j david baldwin,8692664.0,6.0,6.0,20.0,2016-06-24
149,Andrew Atkeson,2075870546.0,14134.0,andrew atkeson,161318765.0,177.0,85.0,5468.0,2016-06-24
151,Allan Drazen,564597374.0,13554.0,allan drazen,66946132.0,186.0,117.0,10212.0,2016-06-24
152,James B. Rebitzer,2273420375.0,20533.0,james b rebitzer,,2.0,2.0,0.0,2016-06-24
153,Hamish Low,2111800362.0,15574.0,hamish low,40120149.0,115.0,79.0,1589.0,2016-06-24
155,Christian Hellwig,2656797680.0,18146.0,christian hellwig,174004417.0,4.0,4.0,128.0,2017-06-30
156,Raghuram G. Rajan,2163021063.0,12035.0,raghuram g rajan,40347166.0,394.0,272.0,54442.0,2016-06-24
158,Karen K. Lewis,2134071311.0,14549.0,karen k lewis,79576946.0,99.0,58.0,4155.0,2016-06-24
159,Orley Ashenfelter,352564052.0,13030.0,orley ashenfelter,20089843.0,320.0,232.0,12395.0,2016-06-24
160,Andrzej Skrzypacz,637557383.0,15647.0,andrzej skrzypacz,97018004.0,129.0,87.0,1611.0,2016-06-24
162,Amanda Pallais,2063352339.0,16490.0,amanda pallais,136199984.0,47.0,27.0,738.0,2016-06-24
165,Johannes Spinnewijn,305431955.0,16408.0,johannes spinnewijn,909854389.0,79.0,48.0,497.0,2016-06-24
167,Kelsey Jack,3196236660.0,20423.0,kelsey jack,154570441.0,2.0,1.0,5.0,2021-08-30
168,Matthew Mitchell,2311917213.0,16689.0,matthew mitchell,168635309.0,45.0,36.0,389.0,2016-06-24
169,Giuseppe Moscarini,2294294210.0,15499.0,giuseppe moscarini,32971472.0,91.0,57.0,1631.0,2016-06-24
170,Susanto Basu,2917686710.0,19878.0,susanto basu,,3.0,3.0,6.0,2019-03-02
171,Matthias Doepke,27167037.0,14793.0,matthias doepke,111979921.0,205.0,122.0,3930.0,2016-06-24
172,Philip Oreopoulos,3174881420.0,20218.0,philip oreopoulos,192545095.0,2.0,2.0,5.0,2021-07-05
173,Alessandra Casella,2717351786.0,20156.0,alessandra casella,131729948.0,2.0,2.0,5.0,2017-06-30
174,Hanming Fang,3118030485.0,20533.0,hanming fang,,2.0,1.0,0.0,2021-01-05
175,Ying Fan,2827469987.0,19702.0,ying fan,,3.0,3.0,4.0,2018-07-19
178,Pierre-Olivier Gourinchas,2235502167.0,14126.0,pierreolivier gourinchas,95457486.0,174.0,106.0,7707.0,2016-06-24
179,Francesco Trebbi,231393685.0,14265.0,francesco trebbi,1321305853.0,127.0,57.0,7899.0,2016-06-24
180,Joel Sobel,2217437445.0,13912.0,joel sobel,36258959.0,102.0,78.0,8890.0,2016-06-24
181,Esteban Rossi-Hansberg,685834236.0,14450.0,esteban rossihansberg,20089843.0,161.0,83.0,5487.0,2016-06-24
183,Rohini Pande,2127853370.0,16096.0,rohini pande,20412791.0,37.0,36.0,1509.0,2016-06-24
184,Marianne Bertrand,2779213862.0,20128.0,marianne bertrand,,3.0,3.0,0.0,2018-01-05
185,Emmanuel Farhi,2916226818.0,18894.0,emmanuel farhi,1308403363.0,7.0,5.0,16.0,2019-03-02
186,Bård Harstad,2166406133.0,16234.0,bard harstad,184942183.0,75.0,43.0,998.0,2016-06-24
187,Veronica Guerrieri,162052195.0,15665.0,veronica guerrieri,40347166.0,62.0,32.0,2036.0,2016-06-24
189,Robert J. Hodrick,50916543.0,12891.0,robert j hodrick,78577930.0,142.0,71.0,18412.0,2016-06-24
190,Guido Lorenzoni,2341329494.0,14965.0,guido lorenzoni,111979921.0,122.0,60.0,2815.0,2016-06-24
191,John Friedman,2950008229.0,15452.0,john friedman,98704320.0,22.0,22.0,2594.0,2019-06-27
193,Luigi Pistaferri,66694633.0,14429.0,luigi pistaferri,97018004.0,207.0,115.0,5173.0,2016-06-24
194,Stephen G. Cecchetti,2799092377.0,20128.0,stephen g cecchetti,,3.0,3.0,0.0,2018-05-07
195,David E. M. Sappington,605096889.0,13824.0,david e m sappington,33213144.0,243.0,213.0,9064.0,2016-06-24
197,Robert H. Porter,2099259409.0,14044.0,robert h porter,111979921.0,84.0,64.0,5903.0,2016-06-24
199,Simone Galperti,94951237.0,17886.0,simone galperti,36258959.0,23.0,17.0,87.0,2016-06-24
203,Jakub Steiner,2153140563.0,16618.0,jakub steiner,202697423.0,67.0,46.0,330.0,2016-06-24
204,Ned Augenblick,2007617668.0,17584.0,ned augenblick,95457486.0,16.0,11.0,412.0,2016-06-24
205,Gautam Gowrisankaran,14835811.0,15052.0,gautam gowrisankaran,138006243.0,118.0,68.0,2483.0,2016-06-24
207,Kaivan Munshi,2158517934.0,15098.0,kaivan munshi,32971472.0,82.0,54.0,3883.0,2016-06-24
208,Chinhui Juhn,111621633.0,14260.0,chinhui juhn,44461941.0,93.0,52.0,4402.0,2016-06-24
210,Scott Freeman,2914514085.0,20533.0,scott freeman,,2.0,2.0,0.0,2019-02-21
213,Charles C. Brown,2680702772.0,20021.0,charles c brown,142606810.0,3.0,3.0,2.0,2017-06-30
215,Don Fullerton,2618793384.0,13662.0,don fullerton,157725225.0,370.0,189.0,6497.0,2017-06-05
216,Eduardo Perez-Richet,270469976.0,17723.0,eduardo perezrichet,205092303.0,24.0,14.0,122.0,2016-06-24
220,Aimee Chin,2140151107.0,16188.0,aimee chin,44461941.0,36.0,24.0,1237.0,2016-06-24
221,William Fuchs,2191709679.0,16428.0,william fuchs,50357001.0,48.0,30.0,588.0,2016-06-24
222,Ilan Kremer,2034032703.0,15648.0,ilan kremer,39555362.0,66.0,39.0,1857.0,2016-06-24
223,Hal R. Varian,125896300.0,12628.0,hal r varian,1291425158.0,313.0,269.0,30951.0,2016-06-24
225,Curtis R. Taylor,2098895295.0,15499.0,curtis r taylor,170897317.0,66.0,47.0,2074.0,2016-06-24
226,Lones Smith,2192261499.0,15244.0,lones smith,135310074.0,112.0,73.0,2439.0,2016-06-24
227,Mark Aguiar,2798930907.0,19281.0,mark aguiar,,7.0,7.0,0.0,2018-05-07
228,Isaiah Andrews,1983061563.0,16768.0,isaiah andrews,136199984.0,52.0,29.0,467.0,2016-06-24
229,Craig Burnside,2132036247.0,15419.0,craig burnside,170897317.0,75.0,54.0,1752.0,2016-06-24
231,Thomas Lemieux,3174988315.0,19583.0,thomas lemieux,1319815248.0,4.0,4.0,8.0,2021-07-05
233,Pinelopi Koujianou Goldberg,2194720107.0,13996.0,pinelopi koujianou goldberg,32971472.0,121.0,57.0,8406.0,2016-06-24
234,Ronny Razin,2266771342.0,16427.0,ronny razin,909854389.0,67.0,49.0,664.0,2016-06-24
235,Janice C. Eberly,1901682854.0,14879.0,janice c eberly,111979921.0,78.0,48.0,3313.0,2016-06-24
236,Michael Fishman,2606897461.0,18797.0,michael fishman,40347166.0,4.0,4.0,116.0,2017-04-28
238,Jeffrey C. Fuhrer,1961731099.0,14319.0,jeffrey c fuhrer,46510805.0,128.0,91.0,4811.0,2016-06-24
240,Pietro Ortoleva,2136818508.0,16469.0,pietro ortoleva,20089843.0,64.0,40.0,835.0,2016-06-24
241,Robin W. Boadway,813938184.0,20097.0,robin w boadway,,2.0,2.0,4.0,2016-06-24
243,B. Douglas Bernheim,1709076177.0,13120.0,b douglas bernheim,97018004.0,251.0,143.0,17678.0,2016-06-24
244,Eric Verhoogen,142467716.0,15021.0,eric verhoogen,78577930.0,58.0,36.0,2899.0,2016-06-24
245,David P. Baron,2159131953.0,13485.0,david p baron,97018004.0,148.0,116.0,12555.0,2016-06-24
246,Brent Neiman,1320884576.0,15240.0,brent neiman,40347166.0,97.0,48.0,2279.0,2016-06-24
247,Loukas Karabarbounis,283515383.0,15416.0,loukas karabarbounis,1321305853.0,73.0,35.0,2123.0,2016-06-24
249,Daniel Benjamin,2169356018.0,19781.0,daniel benjamin,,3.0,3.0,14.0,2016-06-24
251,Emi Nakamura,2777164321.0,20128.0,emi nakamura,,3.0,3.0,0.0,2018-01-05
252,Valerie A. Ramey,2095946677.0,13709.0,valerie a ramey,36258959.0,143.0,78.0,9806.0,2016-06-24
253,Daniel Friedman,2692681238.0,20299.0,daniel friedman,,2.0,2.0,7.0,2017-06-30
254,Holger Sieg,1965900953.0,15123.0,holger sieg,79576946.0,143.0,93.0,2473.0,2016-06-24
257,Manuel Amador,2120698585.0,17564.0,manuel amador,,21.0,21.0,114.0,2016-06-24
258,Martin Eichenbaum,2268655293.0,12605.0,martin eichenbaum,111979921.0,309.0,163.0,23921.0,2016-06-24
259,Jeremy Stein,2500059542.0,17475.0,jeremy stein,45129253.0,2.0,2.0,298.0,2016-08-23
260,Arvind Krishnamurthy,2610014047.0,15868.0,arvind krishnamurthy,2801345345.0,169.0,169.0,694.0,2017-05-05
261,Alan J. Auerbach,2004531954.0,12787.0,alan j auerbach,95457486.0,605.0,348.0,14642.0,2016-06-24
263,Gary Charness,2085488559.0,13868.0,gary charness,154570441.0,334.0,209.0,14989.0,2016-06-24
264,Kenneth D. West,2674844993.0,20533.0,kenneth d west,,2.0,2.0,0.0,2017-06-30
265,Nina Pavcnik,327647057.0,14066.0,nina pavcnik,107672454.0,109.0,58.0,7047.0,2016-06-24
267,Lawrence J. Christiano,3173401444.0,19702.0,lawrence j christiano,,2.0,2.0,4.0,2021-07-05
269,Stephen Coate,650455521.0,13799.0,stephen coate,205783295.0,151.0,90.0,10393.0,2016-06-24
270,Marco Bassetto,2646239056.0,15945.0,marco bassetto,108290504.0,92.0,57.0,687.0,2017-06-30
271,Stefanie Stantcheva,2501900208.0,15700.0,stefanie stantcheva,136199984.0,108.0,51.0,1560.0,2016-08-23
272,Christopher Timmins,2162620089.0,15333.0,christopher timmins,170897317.0,132.0,77.0,2943.0,2016-06-24
273,Matthew D. Shapiro,2568678536.0,13425.0,matthew d shapiro,27837315.0,233.0,123.0,9201.0,2017-01-13
275,Seema Jayachandran,2041362166.0,15447.0,seema jayachandran,111979921.0,109.0,65.0,2650.0,2016-06-24
277,Rachel E. Kranton,138472041.0,14405.0,rachel e kranton,170897317.0,57.0,50.0,8278.0,2016-06-24
279,Peter J. Klenow,2018360965.0,13555.0,peter j klenow,97018004.0,139.0,73.0,12974.0,2016-06-24
280,James Andreoni,2021705599.0,13340.0,james andreoni,36258959.0,231.0,143.0,20480.0,2016-06-24
281,Richard Rogerson,2122683540.0,13339.0,richard rogerson,20089843.0,282.0,172.0,13108.0,2016-06-24
283,Frank Schorfheide,214021703.0,14311.0,frank schorfheide,79576946.0,216.0,126.0,7847.0,2016-06-24
284,John Y. Campbell,2397423007.0,11828.0,john y campbell,136199984.0,455.0,277.0,62261.0,2016-06-24
285,Rajiv Sethi,2203388156.0,15270.0,rajiv sethi,78577930.0,134.0,106.0,2166.0,2016-06-24
286,Michael Grubb,2645521411.0,20533.0,michael grubb,,2.0,2.0,0.0,2017-06-30
287,Gilat Levy,2134413772.0,15965.0,gilat levy,909854389.0,90.0,59.0,1121.0,2016-06-24
289,Amir Sufi,1934535612.0,13977.0,amir sufi,40347166.0,144.0,77.0,10265.0,2016-06-24
293,Antonio Penta,2041988644.0,17071.0,antonio penta,71267560.0,40.0,36.0,289.0,2016-06-24
295,Steven N. Durlauf,3121770291.0,18576.0,steven n durlauf,135310074.0,4.0,3.0,99.0,2021-02-01
296,Shelly Lundberg,2138058428.0,14481.0,shelly lundberg,154570441.0,128.0,78.0,5667.0,2016-06-24
297,Heski Bar-Isaac,2570152181.0,16026.0,heski barisaac,185261750.0,91.0,53.0,979.0,2017-01-13
301,Alessandro Lizzeri,40539028.0,15176.0,alessandro lizzeri,57206974.0,72.0,44.0,3084.0,2016-06-24
302,Timothy S. Fuerst,2663171893.0,14624.0,timothy s fuerst,107639228.0,137.0,94.0,3551.0,2017-06-30
303,Nicola Persico,1491798002.0,15030.0,nicola persico,111979921.0,101.0,71.0,3741.0,2016-06-24
304,Larry Samuelson,2792604993.0,20482.0,larry samuelson,,2.0,2.0,2.0,2018-03-29
305,Ricardo Reis,2436989124.0,14262.0,ricardo reis,909854389.0,188.0,103.0,5372.0,2016-06-24
306,Marina Halac,2011811955.0,16843.0,marina halac,32971472.0,40.0,20.0,490.0,2016-06-24
307,Shachar Kariv,162799219.0,15407.0,shachar kariv,95457486.0,97.0,62.0,2484.0,2016-06-24
309,Gordon Hanson,2734268209.0,20533.0,gordon hanson,,2.0,2.0,0.0,2017-07-14
310,John C. Williams,2802163803.0,19630.0,john c williams,,4.0,4.0,11.0,2018-05-17
316,Peter Schott,3164759233.0,20364.0,peter schott,,2.0,2.0,3.0,2021-06-07
317,Gilbert E. Metcalf,2109935181.0,14121.0,gilbert e metcalf,121934306.0,293.0,178.0,4936.0,2016-06-24
318,Tracy R. Lewis,2097029542.0,14417.0,tracy r lewis,170897317.0,147.0,124.0,4654.0,2016-06-24
320,Donald Davis,2432592062.0,16933.0,donald davis,44854399.0,7.0,7.0,679.0,2016-06-24
321,Emmanuel Saez,2169648137.0,12987.0,emmanuel saez,95457486.0,364.0,197.0,22514.0,2016-06-24
322,David H. Romer,2044575498.0,12665.0,david h romer,95457486.0,177.0,97.0,26409.0,2016-06-24
323,John Roberts,2118140706.0,19847.0,john roberts,,2.0,2.0,31.0,2016-06-24
324,John A. List,2602014042.0,19107.0,john a list,40347166.0,3.0,1.0,10.0,2017-04-07
325,Nancy L. Rose,2168630279.0,14831.0,nancy l rose,63966007.0,80.0,54.0,3214.0,2016-06-24
326,Peter C. Reiss,2648524739.0,18341.0,peter c reiss,,2.0,2.0,85.0,2017-06-30
327,Michelle R. Garfinkel,1677573946.0,15740.0,michelle r garfinkel,204250578.0,75.0,55.0,1496.0,2016-06-24
328,Paul Beaudry,2239284151.0,17747.0,paul beaudry,5023651.0,10.0,10.0,201.0,2016-06-24
329,Dave Donaldson,2162818368.0,15682.0,dave donaldson,63966007.0,64.0,34.0,2115.0,2016-06-24
330,Qingmin Liu,2100649734.0,16838.0,qingmin liu,107639228.0,15.0,14.0,478.0,2016-06-24
331,Randall Wright,2572720337.0,19588.0,randall wright,,4.0,4.0,24.0,2017-01-26
332,Oleg Itskhoki,42956661.0,15360.0,oleg itskhoki,20089843.0,94.0,50.0,2746.0,2016-06-24
333,Mikhail Golosov,3142102792.0,19345.0,mikhail golosov,,6.0,6.0,7.0,2021-04-13
335,David Green,2505260729.0,17559.0,david green,9217761.0,7.0,7.0,82.0,2016-08-23
336,Mark Dean,2101292815.0,19435.0,mark dean,6750721.0,6.0,6.0,0.0,2016-06-24
337,A. Craig Burnside,2161154003.0,13925.0,a craig burnside,7882870.0,69.0,28.0,7261.0,2016-06-24
338,Wolfgang Pesendorfer,285214626.0,14617.0,wolfgang pesendorfer,20089843.0,81.0,61.0,5251.0,2016-06-24
339,Lise Vesterlund,687287138.0,14650.0,lise vesterlund,170201317.0,100.0,65.0,6921.0,2016-06-24
340,Leslie Young,2607627409.0,18668.0,leslie young,75421653.0,6.0,6.0,63.0,2017-05-05
341,Daniel R. Vincent,2341832640.0,18670.0,daniel r vincent,131249849.0,6.0,6.0,92.0,2016-06-24
343,Charles Engel,2424623965.0,20533.0,charles engel,,2.0,2.0,0.0,2016-06-24
344,Dirk Engelmann,2099948200.0,15177.0,dirk engelmann,39343248.0,104.0,67.0,2861.0,2016-06-24
345,John H. Kagel,2798703958.0,18973.0,john h kagel,,3.0,3.0,116.0,2018-05-07
346,Roland Bénabou,2275667347.0,13472.0,roland benabou,20089843.0,134.0,75.0,15687.0,2016-06-24
