,Name_left,AuthorId,PaperYear,PaperId,Year_paper,Name_right,CitesFrom,Year_citation,PaperCount
179,Ilan Kremer,2034032703,2012,3125962766.0,2008.0,Ilan Kremer,3126100507.0,2009.0,592
175,Bruno Biais,702925362,2012,3125848650.0,2006.0,Bruno Biais,3125637864.0,2010.0,3001
303,Valentina Corradi,240781531,2013,3149360705.0,2006.0,Valentina Corradi,3169571361.0,2012.0,1605
277,Burton Hollifield,1548136115,2013,3125752989.0,1997.0,Burton Hollifield,2099399598.0,2011.0,1011
236,Imran Rasul,2216985776,2013,3126115253.0,2010.0,Imran Rasul,2121753608.0,2012.0,1779
406,Gino Gancia,1944277062,2013,3126099563.0,2005.0,Gino Gancia,2163490280.0,2004.0,463
153,Kjetil Storesletten,220486011,2013,3126081785.0,2000.0,Kjetil Storesletten,3125386375.0,2010.0,3299
204,Aviv Nevo,2116543868,2013,3126135982.0,2013.0,Aviv Nevo,2467700915.0,2012.0,2751
323,Matthias Doepke,2248365876,2014,2249331081.0,2006.0,Matthias Doepke,2878577375.0,2012.0,8
97,Pol Antras,81932200,2014,3144717996.0,2008.0,Pol Antras,3125433371.0,2008.0,3111
285,Dimitri Vayanos,172070303,2014,3148551660.0,2004.0,Dimitri Vayanos,3149601033.0,2006.0,4434
201,Marciano Siniscalchi,2302599857,2014,3150835151.0,2010.0,Marciano Siniscalchi,2122002435.0,2014.0,881
131,Guido Lorenzoni,2341329494,2014,3151758599.0,2007.0,Guido Lorenzoni,3021155263.0,2009.0,1513
417,Marco Battaglini,2119038958,2014,3151202609.0,2012.0,Marco Battaglini,2140178988.0,2014.0,1447
221,Fabrizio Zilibotti,2798879904,2014,2097823341.0,2014.0,Fabrizio Zilibotti,187382948.0,2013.0,1
261,Francesco Caselli,2122695134,2014,3142475944.0,2009.0,Francesco Caselli,3125220739.0,2012.0,4854
85,Bruno Strulovici,1991270300,2015,3125218043.0,2011.0,Bruno Strulovici,2290380996.0,2015.0,335
271,Stijn Van Nieuwerburgh,1129793547,2015,3209280293.0,2011.0,Stijn Van Nieuwerburgh,2550571160.0,2013.0,3121
289,Bryan Graham,2216279746,2015,2314661760.0,2007.0,Bryan Graham,2188917737.0,2009.0,351
239,Pierre Yared,1945341796,2015,3125987214.0,2010.0,Pierre Yared,3124368785.0,2012.0,1403
433,Hélène Rey,2231693846,2015,3177099919.0,2014.0,Hélène Rey,3124359287.0,2015.0,7296
243,Amil Dasgupta,2122549280,2015,3145781501.0,2015.0,Amil Dasgupta,3122537138.0,2015.0,1038
193,Dave Donaldson,2162818368,2016,3151965440.0,2015.0,Dave Donaldson,2590801077.0,2016.0,717
102,Alberto Martin,2238581964,2016,2347190435.0,2016.0,Alberto Martin,2555000253.0,2016.0,2319
196,Ilya Segal,2164412777,2016,3141632169.0,2008.0,Ilya Segal,2263607879.0,2010.0,3089
282,Stéphane Bonhomme,2113020548,2016,3125837814.0,2012.0,Stéphane Bonhomme,3125550253.0,2012.0,421
31,Jerome Adda,2018278369,2016,3150298751.0,2004.0,Jerome Adda,2045742376.0,2013.0,1211
320,Georg Weizsäcker,279529157,2016,3126072805.0,2004.0,Georg Weizsäcker,3125809234.0,2010.0,969
124,Andrew Atkeson,2075870546,2016,3126126653.0,2007.0,Andrew Atkeson,3125946867.0,2010.0,4663
375,Guillaume Plantin,207863575,2016,3142175601.0,2003.0,Guillaume Plantin,2323368382.0,2005.0,1230
90,Pierre-Olivier Weill,1978693277,2016,3125815281.0,2011.0,Pierre-Olivier Weill,2064573932.0,2014.0,1465
257,Rema Hanna,2131415545,2016,3149238680.0,2013.0,Rema Hanna,3123851067.0,2015.0,1547
94,Ulrich Müller,2712854400,2017,3204287439.0,2004.0,Ulrich Müller,2333010469.0,2015.0,3142
263,Alex Gershkov,210822948,2017,3125266112.0,2010.0,Alex Gershkov,2186946260.0,2010.0,496
105,Botond Koszegi,603458693,2017,3146969579.0,2002.0,Botond Koszegi,3125109977.0,2002.0,2692
197,Christopher Bowdler,2265216273,2017,3126110641.0,2004.0,Christopher Bowdler,3086927905.0,2014.0,225
259,Frederic Vermeulen,2048598911,2017,3146230751.0,2008.0,Frederic Vermeulen,2146201246.0,2017.0,1316
424,Gita Gopinath,1907944430,2017,3125965835.0,2015.0,Gita Gopinath,2260890381.0,2015.0,2923
225,Marko Terviö,297425936,2017,3125872713.0,2006.0,Marko Terviö,3125378179.0,2015.0,914
176,Emi Nakamura,2339965639,2017,2074159065.0,2004.0,Emi Nakamura,3100566001.0,2016.0,7
138,Keyu Jin,2880583973,2017,2867055572.0,2011.0,Keyu Jin,3139596632.0,2013.0,6
26,Mikhail Golosov,2475678860,2017,3170107235.0,2014.0,Mikhail Golosov,2580803097.0,2016.0,2814
41,Silvana Tenreyro,143162272,2017,3126119404.0,2015.0,Silvana Tenreyro,3121617981.0,2016.0,4584
116,Xavier D'Haultfoeuille,2246771233,2017,3126117243.0,2006.0,Xavier D'Haultfoeuille,2155723942.0,2008.0,209
400,Philipp Kircher,2291462201,2017,2259608333.0,2015.0,Philipp Kircher,2761227226.0,2017.0,8
215,Balázs Szentes,2303016330,2018,3140120535.0,2007.0,Balázs Szentes,3124101874.0,2010.0,680
247,Alessandro Pavan,2155930225,2018,2756886015.0,2009.0,Alessandro Pavan,2983302539.0,2017.0,18
412,Syngjoo Choi,2107831275,2018,3126058003.0,2007.0,Syngjoo Choi,3123619797.0,2007.0,731
106,Jeremy Lise,1966698623,2018,3139626445.0,2004.0,Jeremy Lise,3125757018.0,2009.0,466
339,Peter Arcidiacono,2149600978,2018,3144955284.0,2001.0,Peter Arcidiacono,3207219683.0,2008.0,2796
209,Camille Landais,1990642135,2018,3125245101.0,2013.0,Camille Landais,2547242435.0,2016.0,564
388,David Dorn,2053462145,2019,2771693994.0,2017.0,David Dorn,2994134097.0,2019.0,39
177,Ian Martin,2260653231,2019,2018441000.0,2011.0,Ian Martin,2493396102.0,2017.0,2
380,Philipp Schmidt-Dengler,235685803,2019,3125251687.0,2017.0,Philipp Schmidt-Dengler,2980270850.0,2019.0,552
195,Arnaud Costinot,70347822,2019,3125527540.0,2016.0,Arnaud Costinot,3124597150.0,2016.0,2765
114,Pascaline Dupas,2011705805,2019,3188655760.0,2012.0,Pascaline Dupas,2581488995.0,2016.0,3769
120,Andrew Sweeting,2075972621,2019,3151243073.0,2008.0,Andrew Sweeting,3122174727.0,2011.0,641
334,Dirk Krueger,2305374786,2020,3126140017.0,2020.0,Dirk Krueger,3053609499.0,2020.0,7093
117,Peter Hansen,2617588325,2020,2289274034.0,2009.0,Peter Hansen,2183443367.0,2014.0,38
358,Francisco Buera,3177260599,2020,1865706195.0,1998.0,Francisco Buera,2141954269.0,1999.0,5
421,Nicolas Coeurdacier,305399959,2020,3165564751.0,2007.0,Nicolas Coeurdacier,3122489864.0,2009.0,1456
426,Peter Kondor,1215402516,2020,2089482938.0,1979.0,Peter Kondor,2313751286.0,1987.0,33
115,Daniel Paravisini,311170210,2020,3185732518.0,2021.0,Daniel Paravisini,2936633124.0,2020.0,947
256,Stefanie Stantcheva,2501900208,2020,3193888791.0,2018.0,Stefanie Stantcheva,3081926021.0,2020.0,1084
186,Sylvain Chassang,2798296736,2020,2124798478.0,2006.0,Sylvain Chassang,2413705588.0,2009.0,11
47,Melissa Dell,2550152633,2020,2164664409.0,2011.0,Melissa Dell,3164423842.0,2013.0,90
410,Olivier Tercieux,1724808014,2020,3125842558.0,2012.0,Olivier Tercieux,3208171170.0,2020.0,397
241,Dennis Kristensen,2146983377,2020,3151701883.0,2010.0,Dennis Kristensen,2062637930.0,2012.0,1819
420,Stephan Lauermann,2736868466,2021,3198211546.0,2018.0,Stephan Lauermann,3129170015.0,2021.0,186
415,Miklós Koren,2420777612,2021,3209588478.0,2001.0,Miklós Koren,2550478117.0,2005.0,1882
156,Uta Schoenberg,3122691493,2021,2278326303.0,2008.0,Uta Schoenberg,2973931475.0,2020.0,11
172,Guy Michaels,2132017255,2021,3150740334.0,2011.0,Guy Michaels,3121430006.0,2014.0,2060
135,Andres Santos,2988637084,2021,2909000429.0,2019.0,Andres Santos,3202426758.0,2021.0,130
103,Veronica Guerrieri,162052195,2021,3200718188.0,2021.0,Veronica Guerrieri,3206547618.0,2021.0,2012
99,Adam Szeidl,1894524940,2021,3125721110.0,2005.0,Adam Szeidl,3191889804.0,2021.0,2680
233,Alessandro Gavazza,291159879,2021,3193615103.0,2021.0,Alessandro Gavazza,3208846363.0,2020.0,586
118,Myrto Kalouptsidi,2292056876,2021,3176857674.0,2021.0,Myrto Kalouptsidi,3121013271.0,2020.0,163
36,Nicola Gennaioli,207048797,2021,3200887357.0,2021.0,Nicola Gennaioli,3202919119.0,2021.0,4884
210,Catherine M. Thomas,2097872672,2021,2887093545.0,2018.0,Catherine M. Thomas,3216423537.0,2021.0,298
393,Mirko Wiederholt,2094347445,2021,3125904797.0,2009.0,Mirko Wiederholt,3126008604.0,2009.0,1048
298,Marina Halac,2011811955,2021,3134450821.0,2021.0,Marina Halac,3151260715.0,2021.0,540
42,Pedro Bordalo,2115186379,2021,3136457590.0,2020.0,Pedro Bordalo,3200887357.0,2021.0,1691
65,Christian Hellwig,1996680450,2021,2172037418.0,2011.0,Christian Hellwig,3205112030.0,2021.0,53
355,Jon Steinsson,677460149,2022,3201233520.0,2016.0,Jon Steinsson,3016252523.0,2020.0,3466
348,Francesca Molinari,2163884724,2022,3172022779.0,2021.0,Francesca Molinari,3194570222.0,2021.0,1268
407,Timo Boppart,2656240613,2023,3170265886.0,2017.0,Timo Boppart,2800767380.0,2020.0,448
411,Ruben Enikolopov,1546412119,2023,3126092549.0,2020.0,Ruben Enikolopov,3215663352.0,2021.0,2211
389,Daniel Garrett,2064345361,2023,3213105481.0,2014.0,Daniel Garrett,3203456640.0,2021.0,37
413,Gharad Bryan,2963417100,2023,2186931568.0,2009.0,Gharad Bryan,2102893579.0,2009.0,3
10,Gabriel Chodorow-Reich,1213069885,2023,3191746811.0,2017.0,Gabriel Chodorow-Reich,3124693682.0,2019.0,1002
414,Michael Callen,1988077927,2023,3182978015.0,2021.0,Michael Callen,3217274449.0,2021.0,869
401,Guillermo Ordonez,2182932939,2023,2188290747.0,2010.0,Guillermo Ordonez,3121699848.0,2016.0,4
416,Matthew Elliott,2484236477,2023,2323798883.0,2012.0,Matthew Elliott,2333498258.0,2013.0,10
382,Manuel Amador,2793145738,2023,2970544419.0,2019.0,Manuel Amador,3204001774.0,2021.0,16
9,Johannes Spinnewijn,305431955,2023,3201167168.0,2021.0,Johannes Spinnewijn,3215989157.0,2021.0,500
8,Nicola Fuchs-Schündeln,229922470,2023,3176752995.0,2021.0,Nicola Fuchs-Schündeln,3177945707.0,2021.0,1740
427,Benjamin Moll,2143422909,2023,2135916567.0,1996.0,Benjamin Moll,2849842857.0,2017.0,18
430,Monica Martinez-Bravo,2026960177,2023,3160690965.0,2021.0,Monica Martinez-Bravo,3204245334.0,2021.0,223
79,Takuro Yamashita,2807611219,2023,2954576523.0,2019.0,Takuro Yamashita,3126623050.0,2021.0,29
370,Christoph Rothe,2274789290,2023,3183646454.0,2021.0,Christoph Rothe,3210887151.0,2021.0,565
249,Eduardo Perez-Richet,270469976,2023,3145114578.0,2018.0,Eduardo Perez-Richet,2592533377.0,2020.0,128
246,Francesco Decarolis,42261075,2023,3207160282.0,2021.0,Francesco Decarolis,3210734141.0,2022.0,425
92,Davide Cantoni,2077032751,2023,3157174703.0,2017.0,Davide Cantoni,2920671480.0,2019.0,825
95,Florian Scheuer,2049934860,2023,3148042741.0,2014.0,Florian Scheuer,3023110730.0,2017.0,689
238,Martin Oehmke,2139023585,2023,3143151178.0,2012.0,Martin Oehmke,1502178699.0,2012.0,1293
234,Swati Dhingra,2547199546,2023,3007926183.0,2021.0,Swati Dhingra,3212082124.0,2021.0,113
231,Andreas Moxnes,2033977631,2023,3125019747.0,2019.0,Andreas Moxnes,3206020707.0,2021.0,962
227,Bård Harstad,2166406133,2023,3162941784.0,2018.0,Bård Harstad,2962848322.0,2019.0,996
224,Jakub Steiner,2153140563,2023,3183204703.0,2021.0,Jakub Steiner,3205409711.0,2021.0,363
109,Michèle Tertilt,2609249449,2023,3189585010.0,2020.0,Michèle Tertilt,3042646127.0,2020.0,2256
208,Kurt Mitman,3187875896,2023,2156289835.0,2015.0,Kurt Mitman,3125228331.0,2015.0,70
203,Martin Weidner,2571804112,2023,2574364762.0,2016.0,Martin Weidner,3177598154.0,2021.0,2
250,Federica Romei,2048530889,2023,3123331190.0,2014.0,Federica Romei,3169774348.0,2021.0,75
191,Johannes Abeler,1929597506,2023,3125718716.0,2017.0,Johannes Abeler,3214044890.0,2021.0,1689
122,Kalina Manova,2164513620,2023,3129888731.0,2020.0,Kalina Manova,3137460523.0,2021.0,3396
127,Chao Fu,2804145835,2023,2947268961.0,2019.0,Chao Fu,3016615000.0,2020.0,8
128,Jan De Loecker,1859497523,2023,3205001584.0,2018.0,Jan De Loecker,3207545361.0,2021.0,3987
171,Fabian Waldinger,2216870755,2023,3124376749.0,2014.0,Fabian Waldinger,3215038654.0,2021.0,727
166,Antonio Penta,2041988644,2023,2603989460.0,2017.0,Antonio Penta,2743775006.0,2017.0,289
162,Juliane Begenau,1923429557,2023,3160383584.0,2020.0,Juliane Begenau,3003896527.0,2020.0,451
133,Attila Lindner,2397876052,2023,3197182438.0,2019.0,Attila Lindner,2974097155.0,2020.0,270
160,Jeanne Hagenbach,603970784,2023,3161914587.0,2018.0,Jeanne Hagenbach,3140129552.0,2021.0,281
159,Nir Jaimovich,2135271511,2023,3179704186.0,2020.0,Nir Jaimovich,3001182421.0,2021.0,3006
157,Vincent Sterk,2001617216,2023,3126093084.0,2020.0,Vincent Sterk,3194194421.0,2021.0,451
137,Pia Pinger,1548135510,2023,3154581362.0,2021.0,Pia Pinger,3212809935.0,2021.0,421
148,Andrea Galeotti,1945696894,2023,3164373510.0,2021.0,Andrea Galeotti,3091792679.0,2020.0,1637
185,Xavier Jaravel,2410796879,2023,3197062812.0,2021.0,Xavier Jaravel,3209649275.0,2021.0,538
371,Matteo Maggiori,823552993,2023,3159624749.0,2020.0,Matteo Maggiori,3204562562.0,2021.0,1590
252,David Yanagizawa-Drott,2039376829,2023,3177007051.0,2012.0,David Yanagizawa-Drott,3124275302.0,2016.0,844
264,Emily Breza,2058859419,2023,3209509591.0,2019.0,Emily Breza,3101987663.0,2018.0,337
369,Patrick Kline,2343353932,2023,3185370163.0,2021.0,Patrick Kline,3162688755.0,2021.0,3692
368,Teodora Boneva,3217430638,2023,3029582591.0,2020.0,Teodora Boneva,3216240612.0,2022.0,20
16,Joseph Vavra,3123629922,2023,2593187982.0,2019.0,Joseph Vavra,3191645677.0,2021.0,7
366,Toru Kitagawa,2106797131,2023,2294100976.0,1997.0,Toru Kitagawa,1774396287.0,2010.0,11
22,Thomas Chaney,2761091145,2023,3126128824.0,2017.0,Thomas Chaney,3198734845.0,2021.0,2783
27,Filip Matejka,3121417017,2023,3125302059.0,2021.0,Filip Matejka,3208077881.0,2021.0,66
349,Joshua Schwartzstein,1822472038,2023,3125135109.0,2013.0,Joshua Schwartzstein,3200187396.0,2021.0,749
337,Shengxing Zhang,2867637356,2023,2867873313.0,2011.0,Shengxing Zhang,2934253847.0,2018.0,11
336,Johannes Stroebel,3018850254,2023,3166496510.0,2021.0,Johannes Stroebel,3210425098.0,2021.0,11
335,Joachim Freyberger,2012169871,2023,3140417253.0,2017.0,Joachim Freyberger,3092606554.0,2021.0,210
332,Ann Law,2764385481,2023,2154822382.0,2011.0,Ann Law,3122557045.0,2021.0,304
331,Thomas Le Barbanchon,162688134,2023,3125970838.0,2015.0,Thomas Le Barbanchon,3215887139.0,2021.0,666
255,Victoria Vanasco,2344893805,2023,3156630324.0,2020.0,Victoria Vanasco,3214581244.0,2022.0,90
40,Maria Petrova,2159954440,2023,2897879499.0,2018.0,Maria Petrova,3098683603.0,2021.0,4
317,Fuhito Kojima,2106979722,2023,3154569524.0,2018.0,Fuhito Kojima,3202754424.0,2021.0,1972
51,Joan Llull,2762814466,2023,3174299312.0,2021.0,Joan Llull,3181689220.0,2021.0,161
52,Edouard Schaal,2132854902,2023,3141874362.0,2021.0,Edouard Schaal,3207379550.0,2021.0,224
309,Mike Elsby,2579635227,2023,2510632934.0,2001.0,Mike Elsby,3123104589.0,2006.0,22
301,Terri Kneeland,2724805924,2023,3124117302.0,2015.0,Terri Kneeland,2526775244.0,2016.0,71
294,Anna Mikusheva,1990793873,2023,3127370983.0,2021.0,Anna Mikusheva,3213513662.0,2021.0,396
70,Abi Adams-Prassl,3002770417,2023,3216240612.0,2022.0,Abi Adams-Prassl,3211189874.0,2021.0,324
287,Mar Reguant,1857706295,2023,3194513912.0,2021.0,Mar Reguant,3209225391.0,2021.0,632
276,Gregory Thwaites,2237613168,2023,3143374429.0,2020.0,Gregory Thwaites,3199815340.0,2021.0,552
275,Elias Papaioannou,1842186836,2023,3174941581.0,2020.0,Elias Papaioannou,3195127721.0,2021.0,3663
273,Alexander Wolitzky,2061238106,2023,3157470586.0,2021.0,Alexander Wolitzky,3168784537.0,2021.0,514
270,Noam Yuchtman,2500378129,2023,3125486251.0,2014.0,Noam Yuchtman,2732800013.0,2016.0,952
324,Luca Fornaro,2734834931,2023,3135523018.0,2020.0,Luca Fornaro,3169181907.0,2021.0,334
434,Navin Kartik,1362851725,2023,3166492696.0,2021.0,Navin Kartik,3194786249.0,2021.0,1993
