Unnamed: 0,PaperId,PaperTitle,Year,Date,OnlineDate,JournalId,OriginalVenue,CreatedDate,AuthorId,AffiliationId,AuthorSequenceNumber,OriginalAuthor,OriginalAffiliation,Rank,NormalizedName,DisplayName,LastKnownAffiliationId,PaperCount,AuthorCitationCount,CreateDate
7,3123291496,international business cycles world region and country specific factors,2003,2003-08-01,,23254222,The American Economic Review,2021-02-01,1564899350.0,1310145890.0,1.0,M. Ayhan Kose,International Monetary Fund.,14276.0,m ayhan kose,M. Ayhan Kose,115283149.0,260.0,196.0,2016-06-24
7,3123291496,international business cycles world region and country specific factors,2003,2003-08-01,,23254222,The American Economic Review,2021-02-01,2070275171.0,51556381.0,2.0,Christopher Otrok,UNIVERSITY OF VIRGINIA;,14859.0,christopher otrok,Christopher Otrok,77793887.0,123.0,73.0,2016-06-24
7,3123291496,international business cycles world region and country specific factors,2003,2003-08-01,,23254222,The American Economic Review,2021-02-01,2126022385.0,,3.0,Charles H. Whiteman,Smeal College of Business,14500.0,charles h whiteman,Charles H. Whiteman,126307644.0,89.0,67.0,2016-06-24
8,3124697985,is it whom you know or what you know an empirical assessment of the lobbying process,2014,2014-12-01,2011-02-01,23254222,The American Economic Review,2021-02-01,231393685.0,,3.0,Francesco Trebbi,U British Columbia,14265.0,francesco trebbi,Francesco Trebbi,1321305853.0,127.0,57.0,2016-06-24
8,3124697985,is it whom you know or what you know an empirical assessment of the lobbying process,2014,2014-12-01,2011-02-01,23254222,The American Economic Review,2021-02-01,2100741954.0,,2.0,Matilde Bombardini,U British Columbia,16586.0,matilde bombardini,Matilde Bombardini,141945490.0,43.0,22.0,2016-06-24
8,3124697985,is it whom you know or what you know an empirical assessment of the lobbying process,2014,2014-12-01,2011-02-01,23254222,The American Economic Review,2021-02-01,2129876404.0,40347166.0,1.0,Marianne Bertrand,U Chicago.,13092.0,marianne bertrand,Marianne Bertrand,40347166.0,195.0,108.0,2016-06-24
9,2063595483,the labor market impact of high skill immigration,2005,2005-03-21,2005-03-01,23254222,The American Economic Review,2016-06-24,217345985.0,,1.0,George J. Borjas,,12617.0,george j borjas,George J. Borjas,136199984.0,391.0,222.0,2016-06-24
10,1523454398,franchising and risk management,1988,1988-01-01,,23254222,The American Economic Review,2016-06-24,2583402091.0,,1.0,Robert E Martin,,16230.0,robert e martin,Robert E. Martin,12162268.0,52.0,47.0,2017-02-10
11,2615190404,mistaken play in the deferred acceptance algorithm implications for positive assortative matching,2017,2017-05-01,,23254222,The American Economic Review,2017-05-26,2036143456.0,,1.0,Alex Rees-Jones,U PA,16572.0,alex reesjones,Alex Rees-Jones,205783295.0,49.0,27.0,2016-06-24
12,1494193447,endogenous tariff formation under representative democracy a probabilistic voting model,1995,1995-01-01,,23254222,The American Economic Review,2016-06-24,2118271292.0,,1.0,C C Yang,,16262.0,c c yang,C.C. Yang,51434173.0,66.0,54.0,2016-06-24
13,779050414,political and administrative requisites for achieving economic stability,1950,1950-01-01,2015-03-13,23254222,The American Economic Review,2016-06-24,2667675391.0,,1.0,Roy Blough,,21190.0,roy blough,Roy Blough,,1.0,1.0,2017-06-30
14,2092578323,minutes of the annual meeting new york ny january 4 1999,1999,1999-05-01,,23254222,The American Economic Review,2016-06-24,2135534863.0,,1.0,John J Siegfried,,13947.0,john j siegfried,John J. Siegfried,200719446.0,328.0,297.0,2016-06-24
15,1570319197,retirement policies employment and unemployment,1979,1979-01-01,2012-08-14,23254222,The American Economic Review,2016-06-24,691599025.0,,1.0,Ronald G. Ehrenberg,,13266.0,ronald g ehrenberg,Ronald G. Ehrenberg,205783295.0,462.0,345.0,2016-06-24
16,1491778649,1974 report of the president s council of economic advisers energy in the economic report,1974,1974-09-01,,23254222,The American Economic Review,2016-06-24,3124008549.0,,1.0,W.D. Nordhaus,,19029.0,w d nordhaus,W.D. Nordhaus,,1.0,1.0,2021-02-01
17,1550042998,should government learn to live with inflation reply,1993,1993-01-01,,23254222,The American Economic Review,2016-06-24,2159466601.0,,1.0,Lawrence H. Summers,,12065.0,lawrence h summers,Lawrence H. Summers,136199984.0,341.0,221.0,2016-06-24
17,1550042998,should government learn to live with inflation reply,1993,1993-01-01,,23254222,The American Economic Review,2016-06-24,2188691872.0,,2.0,Stanley Fischer,,12392.0,stanley fischer,Stanley Fischer,197438607.0,469.0,296.0,2016-06-24
18,1992331966,dynamic scoring an introduction to the issues,2005,2005-04-01,,23254222,The American Economic Review,2016-06-24,2004531954.0,,1.0,Alan J. Auerbach,,12787.0,alan j auerbach,Alan J. Auerbach,95457486.0,605.0,348.0,2016-06-24
19,1485403543,consequences of the rise of the two earner family the breakdown of the sexual division of labor,1980,1980-05-01,,23254222,The American Economic Review,2016-06-24,,,,,,,,,,,,
20,1624309846,on the core of an economic system with externalities,1969,1969-04-01,1969-04-01,23254222,The American Economic Review,2016-06-24,227357432.0,,2.0,Martin Shubik,,12916.0,martin shubik,Martin Shubik,32971472.0,735.0,580.0,2016-06-24
20,1624309846,on the core of an economic system with externalities,1969,1969-04-01,1969-04-01,23254222,The American Economic Review,2016-06-24,2068923041.0,,1.0,Lloyd S. Shapley,,12369.0,lloyd s shapley,Lloyd S. Shapley,161318765.0,159.0,149.0,2016-06-24
21,2141733289,can openness mitigate the effects of weather shocks evidence from india s famine era,2010,2010-05-01,,23254222,The American Economic Review,2016-06-24,2100997949.0,909854389.0,1.0,Robin Burgess,London  School of Economics,14097.0,robin burgess,Robin Burgess,909854389.0,141.0,104.0,2016-06-24
21,2141733289,can openness mitigate the effects of weather shocks evidence from india s famine era,2010,2010-05-01,,23254222,The American Economic Review,2016-06-24,2162818368.0,63966007.0,2.0,Dave Donaldson,-MIT,15682.0,dave donaldson,Dave Donaldson,63966007.0,64.0,34.0,2016-06-24
22,2992149412,cliometrics after forty years,1997,1997-01-01,,23254222,The American Economic Review,2019-12-13,2165915637.0,,1.0,Avner Greif,,14108.0,avner greif,Avner Greif,97018004.0,114.0,90.0,2016-06-24
23,2086572164,secession and the limits of taxation toward a theory of internal exit comment,2007,2007-02-01,2007-04-17,23254222,The American Economic Review,2016-06-24,2688045292.0,,1.0,Grégoire Rota Graziosi,Centre d'Études et de Recherches sur le Développement International,21099.0,gregoire rota graziosi,Grégoire Rota Graziosi,,1.0,1.0,2017-06-30
24,1530103652,fiscal and monetary policy reconsidered further reply,1972,1972-01-01,,23254222,The American Economic Review,2016-06-24,2781023416.0,,1.0,Robert Eisner,,15062.0,robert eisner,Robert Eisner,1321305853.0,85.0,64.0,2018-01-05
25,2129473109,using artefactual field experiments to learn about the incentives for sustainable forest use in developing economies,2011,2011-05-01,,23254222,The American Economic Review,2016-06-24,710555876.0,,2.0,Erwin Bulte,Wageningen U,14281.0,erwin bulte,Erwin Bulte,913481162.0,364.0,304.0,2016-06-24
25,2129473109,using artefactual field experiments to learn about the incentives for sustainable forest use in developing economies,2011,2011-05-01,,23254222,The American Economic Review,2016-06-24,1673549770.0,40347166.0,4.0,John A. List,U Chicago.,12971.0,john a list,John A. List,40347166.0,833.0,470.0,2016-06-24
25,2129473109,using artefactual field experiments to learn about the incentives for sustainable forest use in developing economies,2011,2011-05-01,,23254222,The American Economic Review,2016-06-24,1788714197.0,40347166.0,5.0,Ty Turley,U Chicago.,18234.0,ty turley,Ty Turley,100005738.0,14.0,11.0,2016-06-24
25,2129473109,using artefactual field experiments to learn about the incentives for sustainable forest use in developing economies,2011,2011-05-01,,23254222,The American Economic Review,2016-06-24,1791623945.0,,3.0,Andreas Kontoleon,U Cambridge,15535.0,andreas kontoleon,Andreas Kontoleon,241749.0,117.0,105.0,2016-06-24
25,2129473109,using artefactual field experiments to learn about the incentives for sustainable forest use in developing economies,2011,2011-05-01,,23254222,The American Economic Review,2016-06-24,2762625999.0,,1.0,Maarten Voors,Wageningen U,16065.0,maarten voors,Maarten Voors,913481162.0,89.0,64.0,2017-10-20
26,1506180704,imperfect asset elasticity and portfolio theory,1970,1970-01-01,,23254222,The American Economic Review,2016-06-24,2653168069.0,,1.0,Michael A Klein,,19603.0,michael a klein,Michael A Klein,,1.0,1.0,2017-06-30
27,1573605251,the structure of the money expenditures relationship comment,1970,1970-01-01,,23254222,The American Economic Review,2016-06-24,2282344222.0,,1.0,Dwight M Jaffee,,13811.0,dwight m jaffee,Dwight M. Jaffee,95457486.0,160.0,131.0,2016-06-24
28,1529425873,designing economic agents that act like human agents a behavioral approach to bounded rationality,1991,1991-01-01,,23254222,The American Economic Review,2016-06-24,2127440804.0,,1.0,W Brian Arthur,,13068.0,w brian arthur,W. Brian Arthur,1308548392.0,57.0,52.0,2016-06-24
29,1551254286,the characteristics of optimum inventions an isotech approach,1977,1977-01-01,,23254222,The American Economic Review,2016-06-24,2035967347.0,,1.0,Roger A McCain,,15749.0,roger a mccain,Roger A. McCain,72816309.0,149.0,128.0,2016-06-24
30,1575593696,explaining household vulnerability to idiosyncratic income shocks,1995,1995-01-01,,23254222,The American Economic Review,2016-06-24,2089127129.0,,1.0,A. Kochar,,16226.0,anjini kochar,Anjini Kochar,97018004.0,19.0,19.0,2016-06-24
31,1484800219,economies as an antitrust defense reply,1969,1969-01-01,,23254222,The American Economic Review,2016-06-24,2143581210.0,,1.0,Oliver E Williamson,,11618.0,oliver e williamson,Oliver E. Williamson,95457486.0,210.0,187.0,2016-06-24
32,1509114491,thinking about growth welfare quandaries and productivity concerns,1989,1989-01-01,,23254222,The American Economic Review,2016-06-24,1912187918.0,,1.0,Moses Abramovitz,,13725.0,moses abramovitz,Moses Abramovitz,97018004.0,147.0,93.0,2016-06-24
33,1586461308,socialist economy reform lessons of the first three years,1993,1993-01-01,,23254222,The American Economic Review,2016-06-24,2188691872.0,,1.0,Stanley Fischer,,12392.0,stanley fischer,Stanley Fischer,197438607.0,469.0,296.0,2016-06-24
34,1562446620,the earnings and promotion of women faculty comment,1977,1977-01-01,,23254222,The American Economic Review,2016-06-24,2662702873.0,,1.0,Stephen Farber,,19686.0,stephen farber,Stephen Farber,,1.0,1.0,2017-06-30
35,1504892386,the stock market and the economy discussion,1972,1972-01-01,,23254222,The American Economic Review,2016-06-24,44657789.0,,1.0,Franco Modigliani,,12577.0,franco modigliani,Franco Modigliani,63966007.0,252.0,221.0,2016-06-24
36,1582557762,the new ems narrow bands inside deep bands,1996,1996-01-01,,23254222,The American Economic Review,2016-06-24,2236281921.0,,2.0,Charles Wyplosz,,13574.0,charles wyplosz,Charles Wyplosz,951315.0,283.0,215.0,2016-06-24
36,1582557762,the new ems narrow bands inside deep bands,1996,1996-01-01,,23254222,The American Economic Review,2016-06-24,2694806529.0,,1.0,Vincent Labhard,,19780.0,vincent labhard,Vincent Labhard,,1.0,1.0,2017-06-30
37,2046885215,battle scars the puzzling decline in employment and rise in disability receipt among vietnam era veterans,2011,2011-05-01,2017-11-27,23254222,The American Economic Review,2016-06-24,717955063.0,63966007.0,1.0,David H. Autor,-MIT,12916.0,david h autor,David H. Autor,63966007.0,249.0,137.0,2016-06-24
37,2046885215,battle scars the puzzling decline in employment and rise in disability receipt among vietnam era veterans,2011,2011-05-01,2017-11-27,23254222,The American Economic Review,2016-06-24,2011864186.0,192545095.0,3.0,David S. Lyle,"US Military Academy, West Point.",16265.0,david s lyle,David S. Lyle,192545095.0,30.0,25.0,2016-06-24
37,2046885215,battle scars the puzzling decline in employment and rise in disability receipt among vietnam era veterans,2011,2011-05-01,2017-11-27,23254222,The American Economic Review,2016-06-24,2122701405.0,,2.0,Mark G. Duggan,U MD,14683.0,mark duggan,Mark Duggan,97018004.0,148.0,78.0,2016-06-24
38,1540790937,welfare evaluation and the cost of living index in the household production model,2016,2016-01-01,,23254222,The American Economic Review,2016-06-24,2105834400.0,,1.0,Robert A. Pollak,,13505.0,robert a pollak,Robert A. Pollak,204465549.0,172.0,118.0,2016-06-24
39,2804740452,parents beliefs about their children s academic ability implications for educational investments,2019,2019-08-01,2018-05-01,23254222,The American Economic Review,2018-06-01,2523826835.0,40347166.0,1.0,Rebecca Dizon-Ross,U. of Chicago,18133.0,rebecca dizonross,Rebecca Dizon-Ross,40347166.0,19.0,9.0,2016-10-07
40,3121425537,the nature and nurture of economic outcomes,2002,2002-04-01,2018-06-21,23254222,The American Economic Review,2021-02-01,2126682900.0,1321305853.0,1.0,Bruce Sacerdote,"Department of Economics, Dartmouth College, Hanover, NH 03755, and National Bureau of Economic Research",13797.0,bruce sacerdote,Bruce Sacerdote,107672454.0,124.0,69.0,2016-06-24
41,3121435459,labor demand and the structure of adjustment costs,1989,1989-01-01,,23254222,The American Economic Review,2021-02-01,63599256.0,,1.0,Daniel S. Hamermesh,,13224.0,daniel s hamermesh,Daniel S. Hamermesh,78577930.0,559.0,318.0,2016-06-24
42,3121957507,social ideology and taxes in a differentiated candidates framework,2014,2014-01-01,2015-06-27,23254222,The American Economic Review,2021-02-01,184450300.0,,1.0,Stefan Krasa,U IL,15703.0,stefan krasa,Stefan Krasa,157725225.0,77.0,56.0,2016-06-24
42,3121957507,social ideology and taxes in a differentiated candidates framework,2014,2014-01-01,2015-06-27,23254222,The American Economic Review,2021-02-01,2240247094.0,,2.0,Mattias K Polborn,U IL,15584.0,mattias k polborn,Mattias K. Polborn,200719446.0,105.0,72.0,2016-06-24
43,3123017718,beyond gdp welfare across countries and time,2016,2016-08-30,2010-09-01,23254222,The American Economic Review,2021-02-01,2018360965.0,97018004.0,2.0,Peter J. Klenow,"Stanford, U",13555.0,peter j klenow,Peter J. Klenow,97018004.0,139.0,73.0,2016-06-24
43,3123017718,beyond gdp welfare across countries and time,2016,2016-08-30,2010-09-01,23254222,The American Economic Review,2021-02-01,3155256528.0,97018004.0,1.0,Charles I. Jones,"Stanford, U",13150.0,charles i jones,Charles I. Jones,97018004.0,132.0,71.0,2021-04-26
44,3125828111,interjurisdictional spillovers decentralized policymaking and the elasticity of capital supply,2012,2012-08-01,,23254222,The American Economic Review,2021-02-01,2114713018.0,870458005.0,1.0,Thomas Eichner,U Hagen,15615.0,thomas eichner,Thomas Eichner,120691247.0,168.0,86.0,2016-06-24
44,3125828111,interjurisdictional spillovers decentralized policymaking and the elasticity of capital supply,2012,2012-08-01,,23254222,The American Economic Review,2021-02-01,2271926427.0,,2.0,Marco Runkel,Berlin U Technology,15457.0,marco runkel,Marco Runkel,4577782.0,120.0,65.0,2016-06-24
45,2070143714,bounding revenue comparisons across multi unit auction formats under e best response,2007,2007-04-01,,23254222,The American Economic Review,2016-06-24,1908188591.0,,2.0,David McAdams,,16077.0,david mcadams,David McAdams,170897317.0,75.0,54.0,2016-06-24
45,2070143714,bounding revenue comparisons across multi unit auction formats under e best response,2007,2007-04-01,,23254222,The American Economic Review,2016-06-24,2251412581.0,898769471.0,1.0,James T. E. Chapman,#N#Bank of Canada#N#,17105.0,james chapman,James Chapman,898769471.0,45.0,29.0,2016-06-24
45,2070143714,bounding revenue comparisons across multi unit auction formats under e best response,2007,2007-04-01,,23254222,The American Economic Review,2016-06-24,2695879133.0,898769471.0,3.0,Harry J. Paarsch,#N#Bank of Canada#N#,20198.0,harry j paarsch,Harry J. Paarsch,898769471.0,1.0,1.0,2017-06-30
46,2065992359,identification of the effect of depression on risky sexual behavior exploiting a natural experiment,2012,2012-05-01,,23254222,The American Economic Review,2016-06-24,162562636.0,184759092.0,1.0,Susan L. Averett,"Department of Economics, Lafayette College, Easton, PA.",15486.0,susan l averett,Susan L. Averett,184759092.0,133.0,91.0,2016-06-24
46,2065992359,identification of the effect of depression on risky sexual behavior exploiting a natural experiment,2012,2012-05-01,,23254222,The American Economic Review,2016-06-24,2308928849.0,184759092.0,2.0,Yang Wang,Lafayette Coll,16834.0,yang wang,Yang Wang,135310074.0,42.0,29.0,2016-06-24
47,1482574648,the revenue maximization oligopoly model comment,2016,2016-01-01,,23254222,The American Economic Review,2016-06-24,2316679375.0,,1.0,C. J. Hawkins,,20796.0,c j hawkins,C. J. Hawkins,,1.0,1.0,2016-06-24
48,1970699339,bargaining theory trade unions industorial strike activity,1969,1969-01-01,,23254222,The American Economic Review,2016-06-24,352564052.0,,1.0,Orley Ashenfelter,,13030.0,orley ashenfelter,Orley Ashenfelter,20089843.0,320.0,232.0,2016-06-24
48,1970699339,bargaining theory trade unions industorial strike activity,1969,1969-01-01,,23254222,The American Economic Review,2016-06-24,2567780544.0,,2.0,George E. Johnson,,14389.0,george e johnson,George E. Johnson,27837315.0,45.0,36.0,2017-01-13
49,1846764279,disability insurance and the dynamics of the incentive insurance trade off,2015,2015-06-03,,23254222,The American Economic Review,2016-06-24,66694633.0,97018004.0,2.0,Luigi Pistaferri,"Department of Economics, Stanford University, Stanford, CA#TAB#",14429.0,luigi pistaferri,Luigi Pistaferri,97018004.0,207.0,115.0,2016-06-24
49,1846764279,disability insurance and the dynamics of the incentive insurance trade off,2015,2015-06-03,,23254222,The American Economic Review,2016-06-24,2111800362.0,241749.0,1.0,Hamish Low,"Faculty of Economics, University of Cambridge, Cambridge, UK;;",15574.0,hamish low,Hamish Low,40120149.0,115.0,79.0,2016-06-24
50,1760091771,money saving and portfolio choice under uncertainty,1978,1978-01-01,,23254222,The American Economic Review,2016-06-24,2673645049.0,,2.0,Alfred Vanags,,21010.0,alfred vanags,Alfred Vanags,,1.0,1.0,2017-06-30
50,1760091771,money saving and portfolio choice under uncertainty,1978,1978-01-01,,23254222,The American Economic Review,2016-06-24,3125627332.0,,1.0,Eliakim Katz,,14890.0,eliakim katz,Eliakim Katz,102502594.0,91.0,84.0,2021-02-01
51,2915478493,american economic association committee on statistics aeastat annual report 2011,2012,2012-05-01,,23254222,The American Economic Review,2019-03-02,1508039708.0,,1.0,Robert Feenstra,"U CA, Davis",12918.0,robert c feenstra,Robert C. Feenstra,84218800.0,359.0,229.0,2016-06-24
52,1973054857,a model teacher education program for economics,2003,2003-04-01,,23254222,The American Economic Review,2016-06-24,686205940.0,,1.0,Michael K. Salemi,,16033.0,michael k salemi,Michael K. Salemi,114027177.0,53.0,46.0,2016-06-24
53,1994827691,market contagion evidence from the panics of 1854 and 1857,2000,2000-12-01,,23254222,The American Economic Review,2016-06-24,632166139.0,,2.0,Cormac O Grada,U College Dublin,14646.0,cormac o grada,Cormac Ó Gráda,100930933.0,413.0,299.0,2016-06-24
53,1994827691,market contagion evidence from the panics of 1854 and 1857,2000,2000-12-01,,23254222,The American Economic Review,2016-06-24,2152693441.0,39555362.0,1.0,Morgan Kelly,U Warwick,15644.0,morgan kelly,Morgan Kelly,100930933.0,105.0,80.0,2016-06-24
54,1550885687,who uses illegal drugs,1991,1991-01-01,,23254222,The American Economic Review,2016-06-24,37125213.0,,1.0,Robin Sickles,,14220.0,robin c sickles,Robin C. Sickles,74775410.0,253.0,216.0,2016-06-24
54,1550885687,who uses illegal drugs,1991,1991-01-01,,23254222,The American Economic Review,2016-06-24,1953014858.0,,2.0,Paul Taubman,,14217.0,paul taubman,Paul Taubman,79576946.0,152.0,106.0,2016-06-24
55,1556018395,the empirical evidence on the monetary approach to the balance of payments and exchange rates,1976,1976-01-01,,23254222,The American Economic Review,2016-06-24,3124318450.0,,1.0,Stephen P Magee,,17811.0,stephen p magee,Stephen P Magee,,3.0,3.0,2021-02-01
56,1570568074,soviet growth slowdown econometric vs direct evidence,1986,1986-01-01,,23254222,The American Economic Review,2016-06-24,2651167811.0,,1.0,Vladimir Kontorovich,,20640.0,vladimir kontorovich,Vladimir Kontorovich,,1.0,1.0,2017-06-30
57,1573415529,french industrial policy under the socialist government,1985,1985-01-01,,23254222,The American Economic Review,2016-06-24,2608176085.0,,1.0,Bela Balassa,,12943.0,bela balassa,Bela Balassa,145311948.0,229.0,193.0,2017-05-05
58,1509732762,is there a monetary business cycle,2016,2016-01-01,,23254222,The American Economic Review,2016-06-24,2111466348.0,,1.0,Christopher A. SIMs,,12535.0,christopher a sims,Christopher A. Sims,20089843.0,199.0,145.0,2016-06-24
59,1546359643,one little piece of irving fisher,1997,1997-01-01,,23254222,The American Economic Review,2016-06-24,444347517.0,,1.0,Robert M Solow,,11965.0,robert m solow,Robert M. Solow,63966007.0,325.0,293.0,2016-06-24
60,1530327859,perspectives on technology innovative responses to materials shortages,1976,1976-01-01,,23254222,The American Economic Review,2016-06-24,2125563408.0,,1.0,Nathan Rosenberg,,12794.0,nathan rosenberg,Nathan Rosenberg,78715868.0,256.0,224.0,2016-06-24
61,1590462400,the impact of equal opportunity policy on sex differentials in earnings and occupations,1982,1982-01-01,,23254222,The American Economic Review,2016-06-24,612860594.0,,1.0,Andrea H Beller,,15672.0,andrea h beller,Andrea H. Beller,157725225.0,34.0,31.0,2016-06-24
62,1515337076,the money supply announcements puzzle comment,1985,1985-01-01,2016-11-02,23254222,The American Economic Review,2016-06-24,665979429.0,,2.0,Peter F. Orazem,,14553.0,peter f orazem,Peter F. Orazem,173911158.0,395.0,248.0,2016-06-24
62,1515337076,the money supply announcements puzzle comment,1985,1985-01-01,2016-11-02,23254222,The American Economic Review,2016-06-24,2122221339.0,,1.0,Barry Falk,,16087.0,barry falk,Barry Falk,173911158.0,69.0,43.0,2016-06-24
63,1966384480,role models and arguments for affirmative action,2000,2000-06-01,,23254222,The American Economic Review,2016-06-24,2681446028.0,111979921.0,1.0,Kim-Sau Chung,Northwestern U.;,16402.0,kimsau chung,Kim-Sau Chung,141568987.0,40.0,32.0,2017-06-30
64,2104792663,the economics of the network affiliate relationship reply,1975,1975-01-01,,23254222,The American Economic Review,2016-06-24,1276554745.0,,1.0,Stanley M Besen,,15187.0,stanley m besen,Stanley M. Besen,869633025.0,54.0,53.0,2016-06-24
64,2104792663,the economics of the network affiliate relationship reply,1975,1975-01-01,,23254222,The American Economic Review,2016-06-24,2652347474.0,,2.0,Ronald Soligo,,18733.0,ronald soligo,Ronald Soligo,,2.0,2.0,2017-06-30
65,2147476513,sovereign debt restructuring,2003,2003-04-01,,23254222,The American Economic Review,2016-06-24,3211587933.0,,1.0,Randall S. Kroszner,,18870.0,randall s kroszner,Randall S. Kroszner,,1.0,1.0,2021-11-22
66,1556487974,international diversification of investment portfolios,1970,1970-01-01,,23254222,The American Economic Review,2016-06-24,1775585211.0,,2.0,Marshall Sarnat,,14975.0,marshall sarnat,Marshall Sarnat,197251160.0,37.0,37.0,2016-06-24
66,1556487974,international diversification of investment portfolios,1970,1970-01-01,,23254222,The American Economic Review,2016-06-24,2082920508.0,,1.0,Haim Levy,,13333.0,haim levy,Haim Levy,197251160.0,321.0,285.0,2016-06-24
67,1521759472,racial discrimination in the provision of financial services,1984,1984-01-01,,23254222,The American Economic Review,2016-06-24,2000762620.0,,1.0,James T Lindley,,17036.0,james t lindley,James T. Lindley,44854399.0,25.0,24.0,2016-06-24
67,1521759472,racial discrimination in the provision of financial services,1984,1984-01-01,,23254222,The American Economic Review,2016-06-24,2136836034.0,,3.0,John Jackson,,14906.0,john h jackson,John H. Jackson,184565670.0,144.0,135.0,2016-06-24
67,1521759472,racial discrimination in the provision of financial services,1984,1984-01-01,,23254222,The American Economic Review,2016-06-24,2274644583.0,,2.0,"B,, Selby, Edward",,18985.0,b selby edward,"B,, Selby, Edward",,2.0,2.0,2016-06-24
