Unnamed: 0,PaperId,PaperTitle,Year,Date,OnlineDate,JournalId,OriginalVenue,CreatedDate,AuthorId,AffiliationId,AuthorSequenceNumber,OriginalAuthor,OriginalAffiliation,Rank,NormalizedName,DisplayName,LastKnownAffiliationId,PaperCount,AuthorCitationCount,CreateDate,Gender,GenderProbability
12,3211395315,cause and effect in political polarization a dynamic analysis,2021,2021-11-15,2021-11-15,95323914.0,Journal of Political Economy,2021-11-22,2170882167.0,,1.0,Steven Callander,,16442.0,steven callander,Steven Callander,97018004.0,39.0,31.0,2016-06-24,male,1.0
13,2511241608,the federal debt 1919 1930 a chapter in american public finance henry george handricks,1935,1935-04-01,,95323914.0,Journal of Political Economy,2016-09-16,2509649556.0,,1.0,H. L. Lutz,,21226.0,h l lutz,H. L. Lutz,,1.0,1.0,2016-09-16,male,1.0
14,2517122364,concentration and control charles r van hise,1914,1914-04-01,,95323914.0,Journal of Political Economy,2016-09-16,2689703998.0,,1.0,Allyn A. Young,,19235.0,allyn a young,Allyn A. Young,,5.0,5.0,2017-06-30,male,0.53
16,2516473726,social research on health otis durant duncan,1947,1947-12-01,,95323914.0,Journal of Political Economy,2016-09-16,2640177169.0,,1.0,C. Horace Hamilton,,21226.0,c horace hamilton,C. Horace Hamilton,,1.0,1.0,2017-06-30,female,1.0
17,3107566885,securing property rights,2021,2021-02-24,2016-09-01,95323914.0,Journal of Political Economy,2020-12-07,130401764.0,,3.0,Giacomo A. M. Ponzetto,,15883.0,giacomo a m ponzetto,Giacomo A. M. Ponzetto,170486558.0,76.0,41.0,2016-06-24,male,1.0
17,3107566885,securing property rights,2021,2021-02-24,2016-09-01,95323914.0,Journal of Political Economy,2020-12-07,622018538.0,,2.0,Edward L. Glaeser,,12068.0,edward l glaeser,Edward L. Glaeser,136199984.0,655.0,355.0,2016-06-24,male,1.0
17,3107566885,securing property rights,2021,2021-02-24,2016-09-01,95323914.0,Journal of Political Economy,2020-12-07,727612727.0,,4.0,Andrei Shleifer,,10970.0,andrei shleifer,Andrei Shleifer,136199984.0,589.0,344.0,2016-06-24,male,0.99
17,3107566885,securing property rights,2021,2021-02-24,2016-09-01,95323914.0,Journal of Political Economy,2020-12-07,2586485421.0,,1.0,A. Patrick Behrer,,18958.0,a patrick behrer,A. Patrick Behrer,97018004.0,8.0,7.0,2017-02-17,None,0.0
18,2076310383,the entrepreneur function in economic literature,1927,1927-08-01,,95323914.0,Journal of Political Economy,2016-06-24,2240464798.0,,1.0,Charles A. Tuttle,,19926.0,charles a tuttle,Charles A. Tuttle,,1.0,1.0,2016-06-24,male,1.0
19,2514432684,saudi arabia k s twitchell,1954,1954-08-01,,95323914.0,Journal of Political Economy,2016-09-16,2313088477.0,,1.0,Hedley V. Cooke,,20533.0,hedley v cooke,Hedley V. Cooke,,2.0,2.0,2016-06-24,male,1.0
21,2094156342,possibilities of a general survey course in finance,1921,1921-05-01,,95323914.0,Journal of Political Economy,2016-06-24,2114491959.0,,1.0,Harold G. Moulton,,19840.0,harold g moulton,Harold G. Moulton,,4.0,4.0,2016-06-24,male,1.0
22,2031709247,the compensatory theory of public works expenditure,1945,1945-09-01,,95323914.0,Journal of Political Economy,2016-06-24,2244801203.0,,1.0,Clay J. Anderson,,20189.0,clay j anderson,Clay J. Anderson,,2.0,2.0,2016-06-24,male,1.0
23,2039977446,the early development of the note brokerage business in chicago,1938,1938-04-01,,95323914.0,Journal of Political Economy,2016-06-24,2696834250.0,,1.0,Don M. Dailey,,20550.0,don m dailey,Don M. Dailey,,1.0,1.0,2017-06-30,male,1.0
25,1969927111,profit on national bank notes 1900 1913,1965,1965-10-01,,95323914.0,Journal of Political Economy,2016-06-24,2070172949.0,,1.0,C. A. E. Goodhart,,13371.0,charles goodhart,Charles Goodhart,909854389.0,602.0,485.0,2016-06-24,female,1.0
27,2510227776,german monetary theory 1905 1933 howard s ellis,1935,1935-06-01,,95323914.0,Journal of Political Economy,2016-09-16,296390977.0,,1.0,Fritz Machlup,,13956.0,fritz machlup,Fritz Machlup,57206974.0,197.0,190.0,2016-06-24,male,0.99
31,2509694829,judging human character h l hollingworth,1923,1923-08-01,,95323914.0,Journal of Political Economy,2016-09-16,1891934597.0,,1.0,Arthur W. Kornhauser,,19068.0,arthur w kornhauser,Arthur W. Kornhauser,,8.0,8.0,2016-06-24,male,1.0
32,2516226317,our national debt its history and its meaning today committee on public debt policy,1949,1949-12-01,,95323914.0,Journal of Political Economy,2016-09-16,1974961038.0,,1.0,Frank W. Fetter,,16171.0,frank whitson fetter,Frank Whitson Fetter,111979921.0,77.0,77.0,2016-06-24,male,1.0
33,2517411526,guide to the unemployment insurance acts h c emmerson e c p lascelles,1927,1927-04-01,,95323914.0,Journal of Political Economy,2016-09-16,2680220674.0,,1.0,N. A. Tolles,,21226.0,n a tolles,N. A. Tolles,,1.0,1.0,2017-06-30,female,1.0
34,2517374412,the illinois segment of the nation s economy for 1935 a bookkeeping picture frank g dickinson franzy eakin,1942,1942-04-01,,95323914.0,Journal of Political Economy,2016-09-16,2320946514.0,,1.0,Ernest H. Hahne,,19617.0,ernest h hahne,Ernest H. Hahne,,5.0,5.0,2016-06-24,male,1.0
35,2518157201,agriculture and the civil war paul w gates,1966,1966-12-01,,95323914.0,Journal of Political Economy,2016-09-16,2197047732.0,,1.0,George L. Anderson,,21226.0,george l anderson,George L. Anderson,,1.0,1.0,2016-06-24,male,1.0
37,2509635901,preliminary report on the world social situation with special reference to standards of living,1954,1954-04-01,,95323914.0,Journal of Political Economy,2016-09-16,2649850858.0,,1.0,Wilbert E. Moore,,20533.0,wilbert e moore,Wilbert E. Moore,,2.0,2.0,2017-06-30,male,1.0
38,2090564500,some institutional aspects of the wealth of nations,1960,1960-12-01,,95323914.0,Journal of Political Economy,2016-06-24,2125563408.0,,1.0,Nathan Rosenberg,,12794.0,nathan rosenberg,Nathan Rosenberg,78715868.0,256.0,224.0,2016-06-24,male,1.0
40,1985337978,the causes of and antidote for industrial unrest,1920,1920-03-01,,95323914.0,Journal of Political Economy,2016-06-24,2640694686.0,,1.0,Horace B. Drury,,20003.0,horace b drury,Horace B. Drury,,2.0,2.0,2017-06-30,male,1.0
41,2090835885,elements of a theory of inventory,1940,1940-08-01,,95323914.0,Journal of Political Economy,2016-06-24,2652779068.0,,1.0,E. S. Shaw,,17502.0,e s shaw,E. S. Shaw,,1.0,1.0,2017-06-30,None,0.0
42,2032566188,a comment concerning the new plea for basing point monopoly,1937,1937-12-01,,95323914.0,Journal of Political Economy,2016-06-24,2703738005.0,,1.0,Ralph J. Watkins,,21226.0,ralph j watkins,Ralph J. Watkins,,1.0,1.0,2017-06-30,male,1.0
43,2126563939,moneyspots extraneous attributes and the coexistence of money and interest bearing nominal bonds,2013,2013-02-01,,95323914.0,Journal of Political Economy,2016-06-24,2462610183.0,,1.0,Ricardo Lagos,,14983.0,ricardo lagos,Ricardo Lagos,57206974.0,103.0,53.0,2016-07-22,male,1.0
44,1990211169,dr mayer on postwar national income a reply,1946,1946-10-01,,95323914.0,Journal of Political Economy,2016-06-24,2639889430.0,,1.0,Joseph Mayer,,20533.0,joseph mayer,Joseph Mayer,,2.0,2.0,2017-06-30,male,1.0
45,1975928824,a reconsideration of the marginal productivity theory,1947,1947-10-01,,95323914.0,Journal of Political Economy,2016-06-24,2693715483.0,,1.0,M. W. Reder,,18144.0,m w reder,M. W. Reder,,1.0,1.0,2017-06-30,male,1.0
47,2085088945,tendencies in swedish economics,1927,1927-06-01,,95323914.0,Journal of Political Economy,2016-06-24,2723092830.0,,1.0,Bertil Ohlin,,21042.0,bertil ohlin,Bertil Ohlin,,1.0,1.0,2017-06-30,male,1.0
49,1993338851,the production of gold since 1850,1897,1897-12-01,,95323914.0,Journal of Political Economy,2016-06-24,2674165729.0,,1.0,Edward Sherwood Meade,,19414.0,edward sherwood meade,Edward Sherwood Meade,,4.0,4.0,2017-06-30,male,1.0
50,2038244249,reply pollak and wachter on the household production approach,1977,1977-10-01,,95323914.0,Journal of Political Economy,2016-06-24,2105834400.0,,1.0,Robert A. Pollak,,13505.0,robert a pollak,Robert A. Pollak,204465549.0,172.0,118.0,2016-06-24,male,1.0
50,2038244249,reply pollak and wachter on the household production approach,1977,1977-10-01,,95323914.0,Journal of Political Economy,2016-06-24,2614102221.0,,2.0,Michael L. Wachter,,14179.0,michael l wachter,Michael L. Wachter,79576946.0,136.0,107.0,2017-05-19,male,1.0
52,2510634958,industrial revolution in mexico sanford a mosk,1951,1951-02-01,,95323914.0,Journal of Political Economy,2016-09-16,2318712096.0,,1.0,Henry G. Aubrey,,20128.0,henry g aubrey,Henry G. Aubrey,,3.0,3.0,2016-06-24,male,1.0
55,2510406152,the american carpet manufacture a history and an analysis arthur h cole harold f williamson,1944,1944-03-01,,95323914.0,Journal of Political Economy,2016-09-16,2692344867.0,,1.0,Donald L. Kemmerer,,18541.0,donald l kemmerer,Donald L. Kemmerer,,14.0,14.0,2017-06-30,male,1.0
56,1996003937,price setting problems in the polish economy,1957,1957-12-01,,95323914.0,Journal of Political Economy,2016-06-24,2640506169.0,,1.0,John Michael Montias,,20043.0,john m montias,John M. Montias,,3.0,3.0,2017-06-30,male,1.0
57,2054063396,the american negro what he was what he is and what he may become a critical and practical discussion william hannibal thomas,1902,1902-03-01,,95323914.0,Journal of Political Economy,2016-06-24,2655145739.0,,1.0,C. C. Closson,,21226.0,c c closson,C. C. Closson,,1.0,1.0,2017-06-30,female,1.0
59,2056951852,american inventiveness 1870 1920,1971,1971-05-01,,95323914.0,Journal of Political Economy,2016-06-24,2632345311.0,,1.0,Robert Higgs,,19604.0,robert higgs,Robert Higgs,,1.0,1.0,2017-06-30,male,1.0
60,1982311523,has the standard gold dollar appreciated,1893,1893-09-01,,95323914.0,Journal of Political Economy,2016-06-24,1800478730.0,,1.0,Simon Newcomb,,14792.0,simon newcomb,Simon Newcomb,,263.0,246.0,2016-06-24,male,1.0
61,2063638075,a note on lucas s equilibrium model of the business cycle,1980,1980-12-01,,95323914.0,Journal of Political Economy,2016-06-24,1713641911.0,,1.0,Edi Karni,,13978.0,edi karni,Edi Karni,145311948.0,196.0,173.0,2016-06-24,male,0.86
63,2089279676,planning in crisis,1970,1970-07-01,,95323914.0,Journal of Political Economy,2016-06-24,2660497573.0,,1.0,Richard D. Mallon,,21076.0,richard d mallon,Richard D. Mallon,,1.0,1.0,2017-06-30,male,1.0
64,2014005297,international burden sharing comment,1964,1964-06-01,,95323914.0,Journal of Political Economy,2016-06-24,2696793742.0,,1.0,James E. Price,,21226.0,james e price,James E. Price,,1.0,1.0,2017-06-30,male,1.0
65,2517862219,gold prices and wages under the greenback standard wesley c mitchell,1908,1908-11-01,,95323914.0,Journal of Political Economy,2016-09-16,2097072423.0,,1.0,J. Laurence Laughlin,,17085.0,j laurence laughlin,J. Laurence Laughlin,,45.0,45.0,2016-06-24,female,0.67
66,2508972212,american agriculture and the european market e g nourse,1925,1925-12-01,,95323914.0,Journal of Political Economy,2016-09-16,2659832881.0,,1.0,C. L. Holmes,,21226.0,c l holmes,C. L. Holmes,,1.0,1.0,2017-06-30,female,1.0
68,2511240391,trade associations joseph henry foth,1931,1931-12-01,,95323914.0,Journal of Political Economy,2016-09-16,2321794316.0,,1.0,Myron W. Watkins,,18534.0,myron w watkins,Myron W. Watkins,,14.0,14.0,2016-06-24,male,1.0
71,1996884420,the new york cloakmakers strike,1911,1911-03-01,,95323914.0,Journal of Political Economy,2016-06-24,2519112861.0,,1.0,John Bruce McPherson,,21164.0,john bruce mcpherson,John Bruce McPherson,,1.0,1.0,2016-09-23,male,1.0
72,2069369313,inflation free pricing rules for a generalized commodity reserve currency,1975,1975-08-01,,95323914.0,Journal of Political Economy,2016-06-24,2411262677.0,,1.0,Jon C. Luke,,19994.0,jon c luke,Jon C. Luke,,1.0,1.0,2016-06-24,male,1.0
73,2512271557,crisis in economic theory a study of monetary policy analysis and economic goals william j frazer jr,1975,1975-12-01,,95323914.0,Journal of Political Economy,2016-09-16,2674122671.0,,1.0,Robert Laurent,,21226.0,robert laurent,Robert Laurent,,1.0,1.0,2017-06-30,male,1.0
79,2062064584,market constraints as a rationale for the friedman savage utility function,1981,1981-08-01,,95323914.0,Journal of Political Economy,2016-06-24,1984510446.0,,1.0,Elie Appelbaum,,15089.0,elie appelbaum,Elie Appelbaum,192455969.0,95.0,77.0,2016-06-24,male,0.93
79,2062064584,market constraints as a rationale for the friedman savage utility function,1981,1981-08-01,,95323914.0,Journal of Political Economy,2016-06-24,3125627332.0,,2.0,Eliakim Katz,,14890.0,eliakim katz,Eliakim Katz,102502594.0,91.0,84.0,2021-02-01,male,0.99
80,2055280660,why have some farmers opposed futures markets,1988,1988-04-01,,95323914.0,Journal of Political Economy,2016-06-24,2208587211.0,,1.0,B. Peter Pashigian,,15519.0,b peter pashigian,B. Peter Pashigian,40347166.0,36.0,25.0,2016-06-24,None,0.0
81,2551506916,innovation in the global firm,2020,2020-03-04,2016-04-01,95323914.0,Journal of Political Economy,2016-11-30,2137119724.0,,2.0,Eduardo Morales,,17202.0,eduardo morales,Eduardo Morales,20089843.0,36.0,19.0,2016-06-24,male,1.0
81,2551506916,innovation in the global firm,2020,2020-03-04,2016-04-01,95323914.0,Journal of Political Economy,2016-11-30,3002078919.0,,1.0,L. Kamran Bilir,,18112.0,kamran bilir,Kamran Bilir,135310074.0,19.0,11.0,2020-01-30,None,0.0
82,2563109319,the economic structure of international trade in services agreements,2021,2021-03-05,,95323914.0,Journal of Political Economy,2017-01-06,2006699282.0,,2.0,Alan O. Sykes,,14378.0,alan o sykes,Alan O. Sykes,97018004.0,217.0,178.0,2016-06-24,male,1.0
82,2563109319,the economic structure of international trade in services agreements,2021,2021-03-05,,95323914.0,Journal of Political Economy,2017-01-06,2124575537.0,,1.0,Robert W. Staiger,,13788.0,robert w staiger,Robert W. Staiger,1321305853.0,262.0,142.0,2016-06-24,male,1.0
84,3102009763,a unified framework for measuring preferences for schools and neighborhoods,2007,2007-07-08,2017-11-27,95323914.0,Journal of Political Economy,2020-11-23,,,,,,,,,,,,,None,0.0
86,3122120899,macroeconomic drivers of bond and equity risks,2020,2020-07-16,2014-04-01,95323914.0,Journal of Political Economy,2021-02-01,1963639836.0,,2.0,Carolin E. Pflueger,,16698.0,carolin e pflueger,Carolin E. Pflueger,1321305853.0,41.0,21.0,2016-06-24,female,0.99
86,3122120899,macroeconomic drivers of bond and equity risks,2020,2020-07-16,2014-04-01,95323914.0,Journal of Political Economy,2021-02-01,2303372735.0,,3.0,Luis M. Viceira,,14247.0,luis m viceira,Luis M. Viceira,136199984.0,155.0,112.0,2016-06-24,male,1.0
86,3122120899,macroeconomic drivers of bond and equity risks,2020,2020-07-16,2014-04-01,95323914.0,Journal of Political Economy,2021-02-01,2397423007.0,,1.0,John Y. Campbell,,11828.0,john y campbell,John Y. Campbell,136199984.0,455.0,277.0,2016-06-24,male,1.0
87,3123634396,the impact of federal spending on house election outcomes,1997,1997-02-01,1995-01-01,95323914.0,Journal of Political Economy,2021-02-01,2072625399.0,,1.0,Steven D. Levitt,,13291.0,steven d levitt,Steven D. Levitt,40347166.0,286.0,170.0,2016-06-24,male,1.0
87,3123634396,the impact of federal spending on house election outcomes,1997,1997-02-01,1995-01-01,95323914.0,Journal of Political Economy,2021-02-01,2141631776.0,,2.0,James M. Snyder,,14156.0,james m snyder,James M. Snyder,136199984.0,227.0,185.0,2016-06-24,male,1.0
90,2053091090,a sketch of american business organization 1832 1900,1952,1952-12-01,,95323914.0,Journal of Political Economy,2016-06-24,3123122582.0,,1.0,Jr. G. Heberton Evans,,19455.0,jr george heberton evans,Jr. George Heberton Evans,,2.0,2.0,2021-02-01,None,0.0
91,1966988573,protection in germany a history of german fiscal policy during the nineteenth century william harbuttprotection in canada and australasia c h chomleyprotection in france h o meredithprotection in the united states a study of the origin and growth of the american tariff system and its economic and social influences a maurice low,1905,1905-09-01,,95323914.0,Journal of Political Economy,2016-06-24,2315353171.0,,1.0,George Mygatt Fisk,,18587.0,george mygatt fisk,George Mygatt Fisk,,14.0,14.0,2016-06-24,male,1.0
92,2075927778,industrial combinations existing law and suggested legislation,1912,1912-04-01,,95323914.0,Journal of Political Economy,2016-06-24,2319188964.0,,1.0,Robert L. Raymond,,20501.0,robert l raymond,Robert L. Raymond,,2.0,2.0,2016-06-24,male,1.0
94,1991504122,barthelemi tardiveau a french trader in the west biographical sketch including letters from b tardiveau to st john de crevecœur 1788 1789 howard c rice,1939,1939-12-01,,95323914.0,Journal of Political Economy,2016-06-24,2312910068.0,,1.0,Theodore C. Pease,,20368.0,theodore c pease,Theodore C. Pease,,2.0,2.0,2016-06-24,male,1.0
98,2067135957,the taxation of dividends,1907,1907-11-01,,95323914.0,Journal of Political Economy,2016-06-24,2673040835.0,,1.0,H. J. Davenport,,21226.0,h j davenport,H. J. Davenport,,1.0,1.0,2017-06-30,male,1.0
100,2079250553,estimates of the returns to quality and coauthorship in economic academia,1988,1988-08-01,,95323914.0,Journal of Political Economy,2016-06-24,2104018909.0,,1.0,Raymond D. Sauer,,15891.0,raymond d sauer,Raymond D. Sauer,8078737.0,29.0,25.0,2016-06-24,male,1.0
103,2028708602,the pedagogical significance of the cephalic index,1898,1898-03-01,,95323914.0,Journal of Political Economy,2016-06-24,2313023320.0,,1.0,Carlos C. Closson,,18087.0,carlos c closson,Carlos C. Closson,,21.0,21.0,2016-06-24,male,1.0
105,2047760189,the alternatives before us,1972,1972-05-01,,95323914.0,Journal of Political Economy,2016-06-24,2164884428.0,,1.0,Harry G. Johnson,,13219.0,harry g johnson,Harry G. Johnson,40347166.0,345.0,339.0,2016-06-24,male,1.0
106,2062093474,french canadians as industrial entrepreneurs,1960,1960-02-01,,95323914.0,Journal of Political Economy,2016-06-24,2631461333.0,,1.0,Norman W. Taylor,,20247.0,norman w taylor,Norman W. Taylor,,1.0,1.0,2017-06-30,male,1.0
107,2507312364,det ekonomiska laget 1928 1932 johan akerman,1934,1934-08-01,,95323914.0,Journal of Political Economy,2016-09-16,2313940754.0,,1.0,Paul R. Fossum,,20533.0,paul r fossum,Paul R. Fossum,,2.0,2.0,2016-06-24,male,1.0
108,1977067374,congress and regulatory agency choice reply to muris,1986,1986-08-01,,95323914.0,Journal of Political Economy,2016-06-24,2292644135.0,,1.0,Barry R. Weingast,,12963.0,barry r weingast,Barry R. Weingast,97018004.0,290.0,247.0,2016-06-24,male,1.0
108,1977067374,congress and regulatory agency choice reply to muris,1986,1986-08-01,,95323914.0,Journal of Political Economy,2016-06-24,2324983528.0,,2.0,Mark J. Moran,,16010.0,mark j moran,Mark J. Moran,,3.0,3.0,2016-06-24,male,1.0
109,2518386835,how it can be done or constructive socialism john richardson,1899,1899-06-01,,95323914.0,Journal of Political Economy,2016-09-16,2661398851.0,,1.0,G. O. Virtue,,21226.0,g o virtue,G. O. Virtue,,1.0,1.0,2017-06-30,male,1.0
110,2513292672,the amalgamated wood workers international union of america frederick shipp deibler,1914,1914-01-01,,95323914.0,Journal of Political Economy,2016-09-16,2320063391.0,,1.0,Frank L. Carlton,,21226.0,frank l carlton,Frank L. Carlton,,1.0,1.0,2016-06-24,male,1.0
112,2516249759,water research allen v kneese stephen c smith,1969,1969-07-01,,95323914.0,Journal of Political Economy,2016-09-16,2701917002.0,,1.0,Peter H. Pearse,,21226.0,peter h pearse,Peter H. Pearse,,1.0,1.0,2017-06-30,male,1.0
113,2510090342,american inequality a macroeconomic history jeffrey g williamson peter lindert,1983,1983-10-01,,95323914.0,Journal of Political Economy,2016-09-16,2653519630.0,,1.0,Morton Paglin,,21226.0,morton paglin,Morton Paglin,,1.0,1.0,2017-06-30,male,1.0
114,2993914393,the national policy and the wheat economy vernon c fowke,1959,1959-02-01,,95323914.0,Journal of Political Economy,2019-12-13,2993021008.0,,1.0,V. P. Timoshenko,,21226.0,v p timoshenko,V. P. Timoshenko,,1.0,1.0,2019-12-13,female,1.0
115,2046109921,on testing for financial market equilibrium under asymmetric information,1997,1997-10-01,,95323914.0,Journal of Political Economy,2016-06-24,2007994769.0,,1.0,Georg Nöldeke,,15726.0,georg noldeke,Georg Nöldeke,1850255.0,93.0,49.0,2016-06-24,male,0.99
116,2508314312,the structure of the nazi economy maxine y sweezy,1942,1942-12-01,,95323914.0,Journal of Political Economy,2016-09-16,2224480684.0,,1.0,R. Tirana,,21226.0,r tirana,R. Tirana,,1.0,1.0,2016-06-24,female,1.0
117,2516278092,british monetary policy and the balance of payments 1951 1957 peter b kenen,1962,1962-08-01,,95323914.0,Journal of Political Economy,2016-09-16,2670330307.0,,1.0,John Spraos,,21226.0,john spraos,John Spraos,,1.0,1.0,2017-06-30,male,1.0
118,2508155404,price control in fascist italy henry s miller,1940,1940-12-01,,95323914.0,Journal of Political Economy,2016-09-16,2288690405.0,,1.0,Fausto R. Pitigliani,,20400.0,fausto r pitigliani,Fausto R. Pitigliani,,2.0,2.0,2016-06-24,male,1.0
120,2065175384,the illinois legislature of 1913,1913,1913-12-01,,95323914.0,Journal of Political Economy,2016-06-24,2681283204.0,,1.0,John A. Fairlie,,20533.0,john a fairlie,John A. Fairlie,,2.0,2.0,2017-06-30,male,1.0
122,2509772485,new challenges to the role of profit benjamin m friedman,1981,1981-04-01,,95323914.0,Journal of Political Economy,2016-09-16,2713553364.0,,1.0,Gerald P. O'Driscoll,,21226.0,gerald p odriscoll,Gerald P. O'Driscoll,,1.0,1.0,2017-06-30,male,1.0
123,2512299471,nouvelles et speculations a venise au debut du xvie siecle pierre sardella,1948,1948-12-01,,95323914.0,Journal of Political Economy,2016-09-16,2666641691.0,,1.0,Robert L. Reynolds,,20128.0,robert l reynolds,Robert L. Reynolds,,3.0,3.0,2017-06-30,male,1.0
124,2995025850,book review postwar fiscal requirements federal state and local lewis h kimmel adah l lee mildred maroney,1946,1946-01-01,,95323914.0,Journal of Political Economy,2019-12-26,2316581283.0,,1.0,Simeon E. Leland,,18578.0,simeon e leland,Simeon E. Leland,,14.0,14.0,2016-06-24,male,1.0
125,2158614924,flexible exchange rates and oligopoly pricing a study of canadian markets,1970,1970-01-01,,95323914.0,Journal of Political Economy,2016-06-24,3122884790.0,,1.0,Jr. Robert M. Dunn,,17988.0,jr robert m dunn,Jr. Robert M. Dunn,,1.0,1.0,2021-02-01,None,0.0
126,2510606497,the tariff on wool mark a smiththe cattle industry and the tariff lynn r edminster,1928,1928-06-01,,95323914.0,Journal of Political Economy,2016-09-16,2288724801.0,,1.0,Abraham Berglund,,19270.0,abraham berglund,Abraham Berglund,,7.0,7.0,2016-06-24,male,1.0
129,2514346554,the cause and extent of the recent industrial progress of germany earl dean howard,1907,1907-11-01,,95323914.0,Journal of Political Economy,2016-09-16,2692660902.0,,1.0,O. D. Skelton,,21226.0,o d skelton,O. D. Skelton,,1.0,1.0,2017-06-30,None,0.0
130,2513463059,the stannaries a study of the english tin miner george randall lewis,1908,1908-06-01,,95323914.0,Journal of Political Economy,2016-09-16,2624897987.0,,1.0,W. C. Mitchell,,21226.0,w c mitchell,W. C. Mitchell,,1.0,1.0,2017-06-23,male,1.0
132,2514415108,the economic foundations of fascism paul einzig,1934,1934-12-01,,95323914.0,Journal of Political Economy,2016-09-16,2312638151.0,,1.0,Arthur W. Marget,,16245.0,arthur w marget,Arthur W. Marget,,51.0,51.0,2016-06-24,male,1.0
